SITE_NO,DATE_TIME_HEURE,MATRIX,START_DEPTH_METERS,END_DEPTH_METERS,FLAG_MARQUEUR,VALUE_VALEUR,SDL_LDE,MDL_LDM,VMV_CODE,UNIT_UNITÉ,VARIABLE,VARIABLE_FR,STATUS_STATUT
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,0.5,0.5,,58024,NG/G DWT,DI-N-PROPYL PHTHALATE (DPRP),DI-N-PROPYL PHTALATE (DPRP),P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,100.9,,,58025,%,DI-N-PROPYL PHTHALATE-D4,DI-N-PROPYL PHTALATE-D4,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,0.2,0.2,,58248,NG/G DWT,DIOCTYL DPA / BNST + VANLUBE (C8C8/BNST 4),DIOCTYL DPA / BNST + VANLUBE (C8C8/BNST4),V
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,7.7,0.8,,58249,NG/G DWT,DIOCTYL-MONOSTYRENATED DPA / BNST (BNST 6),DIOCTYL-MONOSTYRÉNÉE DPA / BNST (BNST 6),V
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,2,2,,58241,NG/G DWT,DIPHENYLAMINE (DPA),DIPHÉNYLAMINE (DPA),V
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,7,7,,58254,NG/G DWT,DIPHENYLAMINE DIMER (PREPOD D),DIPHÉNYLAMINE DIMER (PREPOD D),V
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,0.2,0.2,,58255,NG/G DWT,DIPHENYL-P-PHENYLENEDIAMINE (BENPAT 1),DIPHÉNYL-P-PHÉNYLÈNEDIAMINE (BENPAT 1),V
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,0.4,0.4,,58257,NG/G DWT,DITOLYL-P-PHENYLENEDIAMINE (BENPAT 3),DITOLYL-P-PHENYLENEDIAMINE (BENPAT 3),V
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,0.7,0.7,,58028,NG/G DWT,DODECAMETHYLCYCLOHEXASILOXANE (D6),DODÉCAMÉTHYLCYCLOHEXASILOXANE (D6),V
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,0.8,0.8,,58029,NG/G DWT,DODECAMETHYLPENTASILOXANE (L5-MD3M),DODÉCAMÉTHYLPENTASILOXANE (L5-MD3M),V
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,0.11,,0.1,5679,NG/G DWT,ENDOSULFAN SULPHATE,SULFATE D'ENDOSULFAN,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,0.0824,,0.1,5673,NG/G DWT,ENDRIN,ENDRINE,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,0.136,,0.1,5674,NG/G DWT,ENDRIN ALDEHYDE,ENDRINE ALDÉHYDE,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,0.0816,,0.1,5675,NG/G DWT,ENDRIN KETONE,ENDRINE CÉTONE,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,48.9,,0.5,1543,NG/G,FLUORANTHENE,FLUORANTHÈNE,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,3.01,,0.5,1533,NG/G,FLUORENE,FLUORÈNE,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,1.33,,0.01,108279,µG/G,GALLIUM TOTAL RECOVERABLE,GALLIUM RÉCUPÉRABLE TOTAL,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,3.12,0.02,0.02,103192,µG/G,GALLIUM TOTAL RECOVERABLE,GALLIUM RÉCUPÉRABLE TOTAL,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,0.106,,0.1,5688,NG/G DWT,GAMMA-CHLORDANE,GAMMA-CHLORDANE,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,0.13,,0.02,109598,MG/KG,GERMANIUM TOTAL RECOVERABLE,GERMANIUM TOTAL RÉCUPÉRABLE,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,2.48,,0.5,5686,NG/G DWT,HEPTACHLOR,HEPTACHLOR,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,0.0594,,0.1,5671,NG/G DWT,HEPTACHLOR EPOXIDE,ÉPOXYDE D'HEPTACHLORE,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,0.548,,0.1,5681,NG/G DWT,HEXACHLOROBENZENE,HEXACHLOROBENZÈNE,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,0.0747,,,5680,NG/G DWT,HEXACHLOROBUTADIENE,HEXACHLOROBUTADIÈNE,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,0.8,0.8,,58030,NG/G DWT,HEXAMETHYLCYCLOTRISILOXANE (D3),HEXAMÉTHYLCYCLOTRISILOXANE (D3),V
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,2,2,,58031,NG/G DWT,HEXAMETHYLDISILOXANE (L2-HMDSO),HEXAMÉTHYLDISILOXANE (L2-HMDSO),V
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,19.2,,1,1562,NG/G,"INDENO(1,2,3-C,D)PYRENE","INDÉNO(1,2,3-C,D)PYRÈNE",P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,30600,50,50,103206,µG/G,IRON TOTAL RECOVERABLE,FER RÉCUPÉRABLE TOTAL,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,34200,,5,108278,µG/G,IRON TOTAL RECOVERABLE,FER RÉCUPÉRABLE TOTAL,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,0.8,0.8,,58252,NG/G DWT,ISOPROPYL DIMETHYLACRIDAN / PREPOD (PREPOD C1),ISOPROPYL DIMÉTHYLACRIDAN / PREPOD (PREPOD C1),V
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,0.4,0.4,,58250,NG/G DWT,ISOPROPYL DPA / PREPOD (PREPOD A),ISOPROPYL DPA / PREPOD (PREPOD A),V
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,7.91,,0.01,108282,µG/G,LANTHANUM TOTAL RECOVERABLE,LANTHANE RÉCUPÉRABLE TOTAL,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,11.3,0.05,0.05,103193,µG/G,LANTHANUM TOTAL RECOVERABLE,LANTHANE RÉCUPÉRABLE TOTAL,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,21.9,0.1,0.1,103197,µG/G,LEAD TOTAL RECOVERABLE,PLOMB RÉCUPÉRABLE TOTAL,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,26.5,,0.02,108291,µG/G,LEAD TOTAL RECOVERABLE,PLOMB RÉCUPÉRABLE TOTAL,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,4.65,,0.05,108283,µG/G,LITHIUM TOTAL RECOVERABLE,LITHIUM RÉCUPÉRABLE TOTAL,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,7.3,0.2,0.2,103194,µG/G,LITHIUM TOTAL RECOVERABLE,LITHIUM RÉCUPÉRABLE TOTAL,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,2470,,10,108284,µG/G,MAGNESIUM TOTAL RECOVERABLE,MAGNÉSIUM RÉCUPÉRABLE TOTAL,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,3430,50,50,103213,µG/G,MAGNESIUM TOTAL RECOVERABLE,MAGNÉSIUM RÉCUPÉRABLE TOTAL,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,542,5,5,103207,µG/G,MANGANESE TOTAL RECOVERABLE,MANGANÈSE RÉCUPÉRABLE TOTAL,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,606,,0.5,108285,µG/G,MANGANESE TOTAL RECOVERABLE,MANGANÈSE RÉCUPÉRABLE TOTAL,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,0.035,0.004,0.004,103216,µG/G,MERCURY TOTAL,MERCURE TOTAL,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,2,,2,58041,NG/G DWT,METHYL TRICLOSAN,MÉTHYLE TRICLOSANE,V
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,70,,,58032,%,METHYLTRIS(TRIMETHYLSILOXY)SILANE,MÉTHYLTRIS(TRIMÉTHYLSILOXY)SILANE,V
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,1.29,,0.1,5694,NG/G DWT,MIREX,MIREX,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,27.18,,,108622,%,MOISTURE,HUMIDITÉ,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,0.29,,0.02,108286,µG/G,MOLYBDENUM TOTAL RECOVERABLE,MOLYBDÈNE RÉCUPÉRABLE TOTAL,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,0.5,0.5,0.5,103195,µG/G,MOLYBDENUM TOTAL RECOVERABLE,MOLYBDÈNE RÉCUPÉRABLE TOTAL,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,0.8,0.8,,58260,NG/G DWT,MONOBUTYL DPA / VANLUBE (C4),MONOBUTYL DPA / VANLUBE (C4),V
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,0.6,0.6,,58262,NG/G DWT,MONOBUTYL-MONOOCTYL DPA / VANLUBE (C4C8),MONOBUTYL-MONOOCTYL DPA / VANLUBE (C4C8),V
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,0.8,0.8,,58258,NG/G DWT,MONONONYL DPA / IRGANOX (C9),MONONONYL DPA / IRGANOX (C9),V
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,0.6,0.6,,58242,NG/G DWT,MONOOCTYL-DIPHENYLAMINE (BNST 1),MONOOCTYL-DIPHÉNYLAMINE (BNST 1),V
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,0.1,0.1,,58245,NG/G DWT,MONOOCTYL-MONOSTYRENATED-DIPHENYLAMINE 1 (BNST 3A),MONOOCTYL-MONOSTYRÉNÉE-DIPHÉNYLAMINE 1 (BNST 3A),V
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,0.5,0.5,,58246,NG/G DWT,MONOOCTYL-MONOSTYRENATED-DIPHENYLAMINE 2 (BNST 3B),MONOOCTYL-MONOSTYRÉNÉE-DIPHÉNYLAMINE 2 (BNST 3B),V
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,0.2,0.2,,58247,NG/G DWT,MONOOCTYL-MONOSTYRENATED-DIPHENYLAMINE 3 (BNST 3C),MONOOCTYL-MONOSTYRÉNÉE-DIPHÉNYLAMINE 3 (BNST 3C),V
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,0.41,0.1,,58243,NG/G DWT,MONOSTYRENATED-DIPHENYLAMINE 1 (BNST 2A),DIPHÉNYLAMINE MONOSTYRÉNÉE 1 (BNST 2A),V
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,0.2,0.2,,58244,NG/G DWT,MONOSTYRENATED-DIPHENYLAMINE 2 (BNST 2B),DIPHÉNYLAMINE MONOSTYRÉNÉE 2 (BNST 2B),V
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,7.07,,0.5,1517,NG/G,NAPHTHALENE,NAPHTALÈNE,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,24.6,0.5,0.5,103196,µG/G,NICKEL TOTAL RECOVERABLE,NICKEL RÉCUPÉRABLE TOTAL,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,29,,0.2,108289,µG/G,NICKEL TOTAL RECOVERABLE,NICKEL RÉCUPÉRABLE TOTAL,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,0.06,,0.05,108288,µG/G,NIOBIUM TOTAL RECOVERABLE,NIOBIUM TOTAL RÉCUPÉRABLE,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,0.06,,,6063,%,NITROGEN PARTICULATE ORGANIC,AZOTE ORGANIQUE PARTICULAIRE,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,0.629,,0.1,5695,NG/G DWT,"O,P'-DDE (2,4'-DDE)","O,P'-DDE (2,4'-DDE)",P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,1.06,,0.1,5699,NG/G DWT,"O,P'-DDT (2,4'-DDT)","O,P'-DDT (2,4'-DDT)",P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,0.077,,,5690,NG/G DWT,OCTACHLOROSTYRENE,OCTACHLOROSTYRÈNE,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,0.3,0.3,,58033,NG/G DWT,OCTAMETHYLCYCLOTETRASILOXANE (D4),OCTAMÉTHYLCYCLOTÉTRASILOXANE (D4),V
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,1,1,,58034,NG/G DWT,OCTAMETHYLTRISILOXANE (L3-MDM),OCTAMÉTHYLTRISILOXANE (L3-MDM),V
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,5.88,,0.5,5691,NG/G DWT,OXYCHLORDANE,OXYCHLORDANE,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,1.5,,0.1,5696,NG/G DWT,"P,P'-DDE (4,4'-DDE)","P,P'-DDE (4,4'-DDE)",P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,1.28,,0.1,5700,NG/G DWT,"P,P'-DDT (4,4'-DDT)","P,P'-DDT (4,4'-DDT)",P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,2.81,,0.1,5698,NG/G DWT,"P,P'-DICHLORODIPHENYL DICHLOROETHANE (P,P'-DDD) OR 1,2-DIPHENYL TETRACHLOROETHANE (4,4'-DDD)","P,P'-DICHLORODIPHÉNYL DICHLOROÉTHANE (P,P'-DDD) OU 1,2-DIPHÉNYL TÉTRACHLOROÉTHANE (4,4'-DDD)",P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,0.179,,0.5,5676,NG/G DWT,"P,P'-METHOXYCHLOR (METHOXYCHLOR)","P,P'-MÉTHOXYCHLORE (MÉTHOXYCHLORE)",P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,0.02,,0.02,108292,µG/G,PALLADIUM TOTAL RECOVERABLE,PALLADIUM TOTAL RÉCUPÉRABLE,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,0.117,,0.1,6886,NG/G DWT,PCB 103,BPC 103,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,0.431,,0.1,6888,NG/G DWT,PCB 105/127,BPC 105/127,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,0.201,,0.1,6890,NG/G DWT,PCB 107/109,BPC 107/109,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,0.286,,0.1,6892,NG/G DWT,PCB 111/117,BPC 111/117,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,0.129,,0.1,6894,NG/G DWT,PCB 113,BPC 113,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,0.118,,0.1,6896,NG/G DWT,PCB 119,BPC 119,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,0.201,,0.1,6899,NG/G DWT,PCB 124,BPC 124,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,0.286,,0.1,6900,NG/G DWT,PCB 125,BPC 125,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,0.287,,0.1,6911,NG/G DWT,PCB 132/168,BPC 132/168,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,0.0823,,0.1,6921,NG/G DWT,PCB 140,BPC 140,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,0.0823,,0.1,6925,NG/G DWT,PCB 147,BPC 147,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,0.813,,0.1,6920,NG/G DWT,PCB 149/139,BPC 149/139,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,0.0823,,0.1,6931,NG/G DWT,PCB 154,BPC 154,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,0.217,,0.1,6935,NG/G DWT,PCB 158/160,BPC 158/160,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,0.217,,0.1,6940,NG/G DWT,PCB 166,BPC 166,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,0.144,,0.1,6945,NG/G DWT,PCB 172/192,BPC 172/192,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,0.144,,0.1,6946,NG/G DWT,PCB 173,BPC 173,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,0.246,,0.1,6947,NG/G DWT,PCB 174/181,BPC 174/181,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,0.106,,0.1,6969,NG/G DWT,PCB 200,BPC 200,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,0.106,,0.1,6972,NG/G DWT,PCB 204,BPC 204,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,0.34,,0.1,6834,NG/G DWT,PCB 30,BPC 30,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,0.218,,0.1,6828,NG/G DWT,PCB 34/23,BPC 34/23,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,1.21,,0.1,6842,NG/G DWT,PCB 41/71/64/68,BPC 41/71/64/68,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,0.452,,0.1,6844,NG/G DWT,PCB 49/43,BPC 49/43,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,0.161,,0.1,6850,NG/G DWT,PCB 51,BPC 51,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,0.824,,0.1,6851,NG/G DWT,PCB 52/73,BPC 52/73,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,0.161,,0.1,6859,NG/G DWT,PCB 65/62,BPC 65/62,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,0.899,,0.1,6861,NG/G DWT,PCB 66/80,BPC 66/80,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,0.161,,0.1,6863,NG/G DWT,PCB 69,BPC 69,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,0.421,,0.1,6858,NG/G DWT,PCB 74/61,BPC 74/61,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,0.147,,0.1,6871,NG/G DWT,PCB 83/108,BPC 83/108,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,0.286,,0.1,6873,NG/G DWT,PCB 85/120,BPC 85/120,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,0.455,,0.1,6875,NG/G DWT,PCB 87/115/116,BPC 87/115/116,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,0.117,,0.1,6876,NG/G DWT,PCB 88/121,BPC 88/121,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,1.03,,0.1,6877,NG/G DWT,PCB 90/101/89,BPC 90/101/89,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,0.636,,0.1,6880,NG/G DWT,PCB 95/93,BPC 95/93,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,0.117,,0.1,6883,NG/G DWT,PCB 98/102,BPC 98/102,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,36.7,,1,1560,NG/G,PERYLENE,PÉRYLÈNE,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,15.4,,0.5,1534,NG/G,PHENANTHRENE,PHÉNANTHRÈNE,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,0.5,0.5,,58256,NG/G DWT,PHENYL-TOLYL PPD / BENPAT (BENPAT 2),PHÉNYL-TOLYL PPD / BENPAT (BENPAT 2),V
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,563,10,10,103208,µG/G,PHOSPHORUS TOTAL RECOVERABLE,PHOSPHORE RÉCUPÉRABLE TOTAL,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,633,,20,108290,µG/G,PHOSPHORUS TOTAL RECOVERABLE,PHOSPHORE RÉCUPÉRABLE TOTAL,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,0.01,,0.01,108293,µG/G,PLATINUM TOTAL RECOVERABLE,PLATINE TOTAL RÉCUPÉRABLE,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,2.99,,0.5,1535,NG/G,P-NAPHTHALENE,P-NAPHTALÈNE,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,391,,20,108281,µG/G,POTASSIUM TOTAL RECOVERABLE,POTASSIUM RÉCUPÉRABLE TOTAL,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,2650,500,500,103215,µG/G,POTASSIUM TOTAL RECOVERABLE,POTASSIUM RÉCUPÉRABLE TOTAL,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,0.002,,0.002,108295,µG/G,RHODIUM TOTAL RECOVERABLE,RHODIUM TOTAL RÉCUPÉRABLE,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,3.18,,0.05,108294,µG/G,RUBIDIUM TOTAL RECOVERABLE,RUBIDIUM RÉCUPÉRABLE TOTAL,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,15.7,0.1,0.1,103198,µG/G,RUBIDIUM TOTAL RECOVERABLE,RUBIDIUM RÉCUPÉRABLE TOTAL,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,87.5,,,5930,%,SAND %,SABLE %,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,1.15,,0.02,108298,µG/G,SCANDIUM TOTAL RECOVERABLE,SCANDIUM TOTAL RÉCUPÉRABLE,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,0.31,,0.02,108299,µG/G,SELENIUM TOTAL RECOVERABLE,SÉLÉNIUM TOTAL RÉCUPÉRABLE,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,1,1,1,103731,µG/G,SELENIUM TOTAL RECOVERABLE,SÉLÉNIUM TOTAL RÉCUPÉRABLE,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,9.1,,,5931,%,SILT %,LIMON %,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,0.032,,0.005,108263,µG/G,SILVER TOTAL RECOVERABLE,ARGENT TOTAL RÉCUPÉRABLE,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,54,,5,108287,µG/G,SODIUM TOTAL RECOVERABLE,SODIUM RÉCUPÉRABLE TOTAL,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,500,500,500,103214,µG/G,SODIUM TOTAL RECOVERABLE,SODIUM RÉCUPÉRABLE TOTAL,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,16.5,,0.05,108301,µG/G,STRONTIUM TOTAL RECOVERABLE,STRONTIUM RÉCUPÉRABLE TOTAL,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,24,1,1,103209,µG/G,STRONTIUM TOTAL RECOVERABLE,STRONTIUM RÉCUPÉRABLE TOTAL,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,0.06,,,6061,%,SULPHUR PARTICULATE,SOUFRE PARTICULAIRE,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,194,,20,108296,µG/G,SULPHUR TOTAL RECOVERABLE,SOUFRE TOTAL RÉCUPÉRABLE,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,0.02,,0.02,109599,MG/KG,TELLURIUM EXTRACTABLE,TELLURIUM EXTRACTIBLE,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,0.9,0.9,,58035,NG/G DWT,TETRAKIS(TRIMETHYLSILOXY)SILANE (M4Q),TÉTRAKIS(TRIMÉTHYLSILOXY)SILANE (M4Q),V
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,0.088,,0.005,108303,µG/G,THALLIUM TOTAL RECOVERABLE,THALLIUM RÉCUPÉRABLE TOTAL,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,0.151,0.005,0.005,103200,µG/G,THALLIUM TOTAL RECOVERABLE,THALLIUM RÉCUPÉRABLE TOTAL,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,0.2,,0.1,108300,µG/G,TIN TOTAL RECOVERABLE,ÉTAIN TOTAL RÉCUPÉRABLE,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,34,,1,108302,µG/G,TITANIUM TOTAL RECOVERABLE,TITANE TOTAL RÉCUPÉRABLE,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,1.83,,,6984,NG/G DWT,TOTAL HEPTACHLOROBIPHENYLS (PCB 170-193),HEPTACHLOROBIPHÉNYLES TOTAUX (BPC 170-193),P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,4.4,,,6983,NG/G DWT,TOTAL HEXACHLOROBIPHENYLS (PCB 128-169),HEXACHLOROBIPHÉNYLES TOTAUX (BPC 128-169),P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,18.5,,,6988,NG/G DWT,TOTAL PCBS,BPC TOTAUX,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,5.46,,,6982,NG/G DWT,TOTAL PENTACHLOROBIPHENYLS (PCB 82-127),PENTACHLOROBIPHÉNYLES TOTAUX (BPC 82-127),P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,5.78,,,6981,NG/G DWT,TOTAL TETRACHLOROBIPHENYLS (PCB 40-81),TÉTRACHLOROBIPHÉNYLES TOTAUX (BPC 40-81),P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,0.995,,,6980,NG/G DWT,TOTAL TRICHLOROBIPHENYLS (PCB 16-39),TRICHLOROBIPHÉNYLES TOTAUX (BPC 16-39),P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,,0.076,,0.1,5692,NG/G DWT,TRANS-NONACHLOR,TRANS-NONACHLOR,P
ON02IE1594,2014-07-22 0:00,S.SURFACE,0,-0.03,<,1,,1,58040,NG/G DWT,TRICLOSAN,TRICLOSANE,V
