SITE_NO,DATE_TIME_HEURE,MATRIX,START_DEPTH_METERS,END_DEPTH_METERS,FLAG_MARQUEUR,VALUE_VALEUR,SDL_LDE,MDL_LDM,VMV_CODE,UNIT_UNITÉ,VARIABLE,VARIABLE_FR,STATUS_STATUT
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.38,,0.1,6898,NG/G DWT,"2',3,4,4',5-PENTACHLOROBIPHENYL (PCB 123)","2',3,4,4',5-PENTACHLOROBIPHÉNYLE (BPC 123)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,1.87,,0.1,6864,NG/G DWT,"2,3',4',5/2,3',4',5'-TETRACHLOROBIPHENYL (PCB 70/76)","2,3',4',5/2,3',4',5'-TÉTRACHLOROBIPHÉNYLE (BPC 70/76)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.474,,0.1,6827,NG/G DWT,"2,3,4'-TRICHLOROBIPHENYL (PCB 22)","2,3,4'-TRICHLOROBIPHÉNYLE (BPC 22)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.326,,0.1,6830,NG/G DWT,"2,3',4-TRICHLOROBIPHENYL (PCB 25)","2,3',4-TRICHLOROBIPHÉNYLE (BPC 25)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.326,,0.1,6831,NG/G DWT,"2,3',5-TRICHLOROBIPHENYL (PCB 26)","2,3',5-TRICHLOROBIPHÉNYLE (BPC 26)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,29.7,,1,1525,NG/G,"2,3,5-TRIMETHYLNAPHTHALENE","2,3,5-TRIMÉTHYLNAPHTALÈNE",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.509,,0.1,6829,NG/G DWT,"2,3,6/2,3',6-TRICHLOROBIPHENYL (PCB 24/27)","2,3,6/2,3',6-TRICHLOROBIPHÉNYLE (BPC 24/27)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,1.01,,0.1,6832,NG/G DWT,"2,4,4'-TRICHLOROBIPHENYL (PCB 28)","2,4,4'-TRICHLOROBIPHÉNYLE (BPC 28)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.326,,0.1,6833,NG/G DWT,"2,4,5-TRICHLOROBIPHENYL (PCB 29)","2,4,5-TRICHLOROBIPHÉNYLE (BPC 29)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,0.74,,0.1,6835,NG/G DWT,"2,4',5-TRICHLOROBIPHENYL (PCB 31)","2,4',5-TRICHLOROBIPHÉNYLE (BPC 31)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,20.7,,1,1521,NG/G,"2,6-DIMETHYLNAPHTHALENE","2,6-DIMÉTHYLNAPHTALÈNE",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.544,,0.5,6811,NG/G DWT,2-CHLOROBIPHENYL (PCB 1),2-CHLOROBIPHÉNYLE (BPC 1),P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,28.3,,1,1518,NG/G,2-METHYLNAPHTHALENE,2-MÉTHYLNAPHTALÈNE,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,0.325,,0.1,6942,NG/G DWT,"3,3',4,4',5,5'-HEXACHLOROBIPHENYL (PCB 169)","3,3',4,4',5,5'-HEXACHLOROBIPHÉNYLE (BPC 169)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.425,,0.1,6906,NG/G DWT,"3,3',4,4'5-PENTACHLOROBIPHENYL (PCB 126)","3,3',4,4'5-PENTACHLOROBIPHÉNYLE (BPC 126)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.562,,0.1,6866,NG/G DWT,"3,3'4,4'-TETRACHLOROBIPHENYL (PCB 77)","3,3'4,4'-TÉTRACHLOROBIPHÉNYLE (BPC 77)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.562,,0.1,6869,NG/G DWT,"3,4,4',5-TETRACHLOROBIPHENYL (PCB 81)","3,4,4',5-TÉTRACHLOROBIPHÉNYLE (BPC 81)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.165,,0.5,6820,NG/G DWT,"3,5-DICHLOROBIPHENYL (PCB 14)","3,5-DICHLOROBIPHÉNYL (BPC 14)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,4,4,,58251,NG/G DWT,"9,9-DIMETHYLACRYDAN / PREPOD (PREPOD B)","9,9-DIMETHYLACRYDAN / PREPOD (PREPOD B)",V
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,5.37,,0.5,1531,NG/G,ACENAPHTHENE,ACENAPHTÈNE,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,10.4,,0.5,1530,NG/G,ACENAPHTHYLENE,ACÉNAPHTYLÈNE,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,2.01,,0.5,5687,NG/G DWT,ALDRIN,ALDRINE,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,1.66,,0.2,5682,NG/G DWT,ALPHA-BENZENE HEXACHLORIDE OR ALPHA-(HEXACHLOROCYCLOHEXANE OR HEXACHLORANE OR BHC OR HCH),ALPHA-HEXACHLORURE DE BENZÈNE OU ALPHA-(HEXACHLOROCYCLOHEXANE OU HCH OU BHC),P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,0.283,,0.1,5689,NG/G DWT,ALPHA-CHLORDANE,ALPHA-CHLORDANE,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.0826,,0.1,5677,NG/G DWT,ALPHA-ENDOSULFAN,ALPHA-ENDOSULFAN,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,15100,,20,108264,µG/G,ALUMINUM TOTAL RECOVERABLE,ALUMINIUM TOTAL RÉCUPÉRABLE,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,58500,50,50,103202,µG/G,ALUMINUM TOTAL RECOVERABLE,ALUMINIUM TOTAL RÉCUPÉRABLE,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,0.3,0.1,0.1,103199,µG/G,ANTIMONY TOTAL RECOVERABLE,ANTIMOINE RÉCUPÉRABLE TOTAL,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,0.39,,0.01,108297,µG/G,ANTIMONY TOTAL RECOVERABLE,ANTIMOINE RÉCUPÉRABLE TOTAL,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,7.27,,0.02,108265,µG/G,ARSENIC TOTAL RECOVERABLE,ARSENIC RÉCUPÉRABLE TOTAL,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,9,1,1,103187,µG/G,ARSENIC TOTAL RECOVERABLE,ARSENIC RÉCUPÉRABLE TOTAL,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,103,,0.5,108268,µG/G,BARIUM TOTAL RECOVERABLE,BARYUM TOTAL RÉCUPÉRABLE,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,285,1,1,103203,µG/G,BARIUM TOTAL RECOVERABLE,BARYUM TOTAL RÉCUPÉRABLE,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,135,,0.5,1555,NG/G,BENZO(A)PHENANTHRENE OR CHRYSENE,BENZO(A)PHÉNANTHRÈNE OU CHRYSÈNE,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,96.7,,0.5,1559,NG/G,BENZO(A)PYRENE,BENZO(A)PYRÈNE,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,131,,0.5,1556,NG/G,BENZO(B)FLUORANTHENE,BENZO(B)FLUORANTHÈNE,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,123,,0.5,1558,NG/G,BENZO(E)PYRENE,BENZO(E)PYRÈNE,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,112,,1,1563,NG/G,"BENZO(G,H,I)PERYLENE","BENZO(G,H,I)PÉRYLÈNE",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,105,,0.5,1557,NG/G,"BENZO(J,K)FLUORANTHENE","BENZO(J,K)FLUORANTHÈNE",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,142,,0.5,1544,NG/G,BENZOPHENANTHRENE,BENZOPHÉNANTHRÈNE,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,0.83,,0.005,108269,µG/G,BERYLLIUM TOTAL RECOVERABLE,BÉRYLLIUM RÉCUPÉRABLE TOTAL,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,2.03,0.01,0.01,103188,µG/G,BERYLLIUM TOTAL RECOVERABLE,BÉRYLLIUM RÉCUPÉRABLE TOTAL,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,1.45,,0.2,5683,NG/G DWT,BETA-BENZENE HEXACHLORIDE OR BETA-(HEXACHLOROCYCLOHEXANE OR HEXACHLORANE OR BHC OR HCH),BÉTA-HEXACHLORURE DE BENZÈNE OU BÉTA-(HEXACHLOROCYCLOHEXANE OU HCH OU BHC),P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,2.7,,0.2,5684,NG/G DWT,BETA-BENZENE HEXACHLORIDE OR BETA-(HEXACHLOROCYCLOHEXANE OR HEXACHLORANE OR BHC OR HCH),BÉTA-HEXACHLORURE DE BENZÈNE OU BÉTA-(HEXACHLOROCYCLOHEXANE OU HCH OU BHC),P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.0911,,0.1,5678,NG/G DWT,BETA-ENDOSULFAN,BÉTA-ENDOSULFAN,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,4,4,,58002,NG/G DWT,BIS(2-ETHOXYETHYL)PHTHALATE,BIS(2-ÉTHOXYÉTHYL)PHTALATE,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,58,2,,58003,NG/G DWT,BIS(2-ETHYLHEXYL)PHTHALATE (DEHP),BIS(2-ÉTHYLHEXYL)PHTALATE (DEHP),P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,9,9,,58005,NG/G DWT,BIS(2-N-BUTOXYETHYL) PHTHALATE,BIS(2-N-BUTOXYÉTHYL) PHTALATE,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,4,4,,58006,NG/G DWT,BIS(4-METHYL-2-PENTYL)PHTHALATE,BIS(4-MÉTHYL-2-PENTYL)PHTALATE,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,10,10,,58004,NG/G DWT,BIS(METHOXYETHYL)PHTHALATE,BIS(MÉTHOXYÉTHYL)PHTALATE,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,0.316,,0.005,108270,µG/G,BISMUTH TOTAL RECOVERABLE,BISMUTH RÉCUPÉRABLE TOTAL,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,0.4,0.1,0.1,103189,µG/G,BISMUTH TOTAL RECOVERABLE,BISMUTH RÉCUPÉRABLE TOTAL,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,2,,2,58037,NG/G DWT,BISPHENOL A,BISPHÉNOL A,V
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,2,,2,58038,NG/G DWT,BISPHENOL F,BISPHÉNOL F,V
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,2,,2,58039,NG/G DWT,BISPHENOL S,BISPHÉNOL S,V
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,6,,5,108267,µG/G,BORON TOTAL RECOVERABLE,BORE TOTAL RÉCUPÉRABLE,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,0.8,,0.01,108272,µG/G,CADMIUM TOTAL RECOVERABLE,CADMIUM RÉCUPÉRABLE TOTAL,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,0.9,0.1,0.1,103190,µG/G,CADMIUM TOTAL RECOVERABLE,CADMIUM RÉCUPÉRABLE TOTAL,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,26900,50,50,103212,µG/G,CALCIUM TOTAL RECOVERABLE,CALCIUM RÉCUPÉRABLE TOTAL,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,29500,,50,108271,µG/G,CALCIUM TOTAL RECOVERABLE,CALCIUM RÉCUPÉRABLE TOTAL,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,2.72,,,6062,%,CARBON PARTICULATE ORGANIC,CARBONE ORGANIQUE PARTICULAIRE,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,31.7,,0.02,108273,µG/G,CERIUM TOTAL RECOVERABLE,CÉRIUM TOTAL RÉCUPÉRABLE,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,0.614,,0.005,108276,µG/G,CESIUM TOTAL RECOVERABLE,CÉSIUM TOTAL RÉCUPÉRABLE,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,31.5,,0.05,108275,µG/G,CHROMIUM TOTAL RECOVERABLE,CHROME RÉCUPÉRABLE TOTAL,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,71,1,1,103204,µG/G,CHROMIUM TOTAL RECOVERABLE,CHROME RÉCUPÉRABLE TOTAL,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.531,,0.5,6812,NG/G DWT,CL1-PCB 2,CL1-BPC 2,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.531,,0.5,6813,NG/G DWT,CL1-PCB-3,CL1-BPC-3,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.165,,0.5,6818,NG/G DWT,CL2-PCB-11,CL2-BPC-11,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.476,,0.1,6836,NG/G DWT,CL3-PCB-35,CL3-BPC-35,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.474,,0.1,6837,NG/G DWT,CL3-PCB-36,CL3-BPC-36,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.476,,0.1,6839,NG/G DWT,CL3-PCB-38,CL3-BPC-38,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.474,,0.1,6840,NG/G DWT,CL3-PCB-39,CL3-BPC-39,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.447,,0.1,6853,NG/G DWT,CL4-PCB-54,CL4-BPC-54,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,1.29,,0.1,6856,NG/G DWT,CL4-PCB-57,CL4-BPC-57,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,1.29,,0.1,6857,NG/G DWT,CL4-PCB-58,CL4-BPC-58,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,1.29,,0.1,6862,NG/G DWT,CL4-PCB-67,CL4-BPC-67,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.688,,0.1,6865,NG/G DWT,CL4-PCB-72,CL4-BPC-72,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.562,,0.1,6867,NG/G DWT,CL4-PCB-78,CL4-BPC-78,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.562,,0.1,6868,NG/G DWT,CL4-PCB-79,CL4-BPC-79,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.151,,0.1,6887,NG/G DWT,CL5-PCB-104,CL5-BPC-104,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.226,,0.1,6893,NG/G DWT,CL5-PCB-112,CL5-BPC-112,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.396,,0.1,6897,NG/G DWT,CL5-PCB-122,CL5-BPC-122,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.18,,0.1,6881,NG/G DWT,CL5-PCB-94,CL5-BPC-94,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.18,,0.1,6882,NG/G DWT,CL5-PCB-96,CL5-BPC-96,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.135,,0.1,6913,NG/G DWT,CL6-PCB-133,CL6-BPC-133,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.135,,0.1,6914,NG/G DWT,CL6-PCB-134/143,CL6-BPC-134/143,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.135,,0.1,6923,NG/G DWT,CL6-PCB-145,CL6-BPC-145,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.135,,0.1,6926,NG/G DWT,CL6-PCB-148,CL6-BPC-148,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.135,,0.1,6927,NG/G DWT,CL6-PCB-150,CL6-BPC-150,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.135,,0.1,6929,NG/G DWT,CL6-PCB-152,CL6-BPC-152,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.0875,,0.1,6932,NG/G DWT,CL6-PCB-155,CL6-BPC-155,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.119,,0.1,6937,NG/G DWT,CL6-PCB-161,CL6-BPC-161,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.411,,0.1,6938,NG/G DWT,CL6-PCB-162,CL6-BPC-162,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.119,,0.1,6939,NG/G DWT,CL6-PCB-165,CL6-BPC-165,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.0963,,0.1,6956,NG/G DWT,CL7-PCB-184,CL7-BPC-184,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.13,,0.1,6958,NG/G DWT,CL7-PCB-186,CL7-BPC-186,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.0963,,0.1,6959,NG/G DWT,CL7-PCB-188,CL7-BPC-188,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,54.3,,,5912,%,CLAY %,ARGILE %,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,14.6,,0.01,108274,µG/G,COBALT TOTAL RECOVERABLE,COBALT RÉCUPÉRABLE TOTAL,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,16.8,0.1,0.1,103191,µG/G,COBALT TOTAL RECOVERABLE,COBALT RÉCUPÉRABLE TOTAL,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,33.2,,0.2,108277,µG/G,COPPER TOTAL RECOVERABLE,CUIVRE RÉCUPÉRABLE TOTAL,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,34,2,2,103740,µG/G,COPPER TOTAL RECOVERABLE,CUIVRE RÉCUPÉRABLE TOTAL,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,0,,,5911,%,COURSE SAND (GRAIN SIZE 1.00-2.00 MM),"SABLE GROSSIER (GRANULOMÉTRIE 1,00-2,00 MM)",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,0.365,,1,6977,NG/G DWT,DECACHLOROBIPHENYL (PCB 209),DÉCACHLOROBIPHÉNYLE (BPC 209),P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,0.365,,,6987,NG/G DWT,DECACHLOROBIPHENYLS,DÉCACHLOROBIPHÉNYLES,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.7,0.7,,58026,NG/G DWT,DECAMETHYLCYCLOPENTASILOXANE (D5),DÉCAMÉTHYLCYCLOPENTASILOXANE (D5),V
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,4,4,,58027,NG/G DWT,DECAMETHYLTETRASILOXANE (L4-MD2M),DÉCAMÉTHYLTÉTRASILOXANE (L4-MD2M),V
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.169,,0.1,5670,NG/G DWT,DELTA-BENZENE HEXACHLORIDE OR DELTA-(HEXACHLOROCYCLOHEXANE OR HEXACHLORANE OR BHC OR HCH),DELTA-HEXACHLORURE DE BENZÈNE OU DELTA-(HEXACHLOROCYCLOHEXANE OU HCH OU BHC),P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,21.7,,1,1561,NG/G,"DIBENZO(A,H)ANTHRACENE","DIBENZO(A,H)ANTHRACÈNE",P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,7.5,1,,58007,NG/G DWT,DIBENZYL PHTHALATE (DBZP),DIBENZYL PHTALATE (DBZP),P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,92.3,,,58008,%,DIBENZYL PHTHALATE-D4,DIBENZYL PHTALATE-D4,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.6,0.6,,58261,NG/G DWT,DIBUTYL DPA / VANLUBE (C4C4),DIBUTYL DPA / VANLUBE (C4C4),V
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,2,2,,58009,NG/G DWT,DICYCLOHEXYL PHTHALATE (DCHP),PHTALATE DE DICYCLOHEXYLE (DCHP),P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,88.8,,,58010,%,DICYCLOHEXYL PHTHALATE-D4 ,DICYCLOHEXYL PHTALATE-D4,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,0.356,,0.1,5672,NG/G DWT,DIELDRIN,DIELDRINE,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,87.1,,,58012,%,DIETHYL PHTHALATE-D4,DIÉTHYL PHTALATE-D4,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,3.1,0.8,,58013,NG/G DWT,DI-ISOBUTYL PHTHALATE (DIBP),DI-ISOBUTYL PHTALATE (DIBP),P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,85.9,,,58014,%,DIISOBUTYL PHTHALATE-D4,DIISOBUTYL PHTHALATE-D4,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.4,0.4,,58253,NG/G DWT,DIISOPROPYLDIMETHYLE ACRIDAN / PREPOD (PREPOD C2),DIISOPROPYLDIMÉTHYLE ACRIDAN / PREPOD (PREPOD C2),V
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,5.5,0.8,,58263,NG/G DWT,DIMETHYL-DISTYRENATED DPA / NAUGALUBE (NAUGALUBE),DIMETHYL-DISTYRENATED DPA / NAUGALUBE (NAUGALUBE),V
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,150,0.6,,58016,NG/G DWT,DI-N-BUTYL PHTHALATE (DBP),DI-N-BUTYL PHTALATE (DBP),P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,1,1,,58017,NG/G DWT,DI-N-HEXYL PHTHALATE (DNHP),DI-N-HEXYL PHTALATE (DNHP),P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,88.1,,,58018,%,DI-N-HEXYL PHTHALATE-D4,DI-N-HEXYL PHTALATE-D4,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,2,2,,58019,NG/G DWT,DI-N-OCTYL PHTHALATE (DNOP),DI-N-OCTYL PHTALATE (DNOP),P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,118.9,,,58020,%,DI-N-OCTYL PHTHALATE-D4,DI-N-OCTYL PHTALATE-D4,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,3,3,,58021,NG/G DWT,DINONYL PHTHALATE,PHTALATE DE DINONYL,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.3,0.3,,58259,NG/G DWT,DINONYL-DIPHENYLAMINE (C9C9),DINONYL-DIPHENYLAMINE (C9C9),V
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,104.8,,,58023,%,DI-N-PENTYL PHTHALATE-D4,DI-N-PENTYL PHTALATE-D4,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.8,0.8,,58022,NG/G DWT,DI-N-PENTYLE PHTHALATE,PHTALATE DE DI-N-PENTYLE,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.4,0.4,,58024,NG/G DWT,DI-N-PROPYL PHTHALATE (DPRP),DI-N-PROPYL PHTALATE (DPRP),P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,101.6,,,58025,%,DI-N-PROPYL PHTHALATE-D4,DI-N-PROPYL PHTALATE-D4,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.5,0.5,,58248,NG/G DWT,DIOCTYL DPA / BNST + VANLUBE (C8C8/BNST 4),DIOCTYL DPA / BNST + VANLUBE (C8C8/BNST4),V
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,,7.1,1,,58249,NG/G DWT,DIOCTYL-MONOSTYRENATED DPA / BNST (BNST 6),DIOCTYL-MONOSTYRÉNÉE DPA / BNST (BNST 6),V
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,3,3,,58241,NG/G DWT,DIPHENYLAMINE (DPA),DIPHÉNYLAMINE (DPA),V
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,10,10,,58254,NG/G DWT,DIPHENYLAMINE DIMER (PREPOD D),DIPHÉNYLAMINE DIMER (PREPOD D),V
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.4,0.4,,58255,NG/G DWT,DIPHENYL-P-PHENYLENEDIAMINE (BENPAT 1),DIPHÉNYL-P-PHÉNYLÈNEDIAMINE (BENPAT 1),V
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,1,1,,58257,NG/G DWT,DITOLYL-P-PHENYLENEDIAMINE (BENPAT 3),DITOLYL-P-PHENYLENEDIAMINE (BENPAT 3),V
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,1,1,,58028,NG/G DWT,DODECAMETHYLCYCLOHEXASILOXANE (D6),DODÉCAMÉTHYLCYCLOHEXASILOXANE (D6),V
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,1,1,,58029,NG/G DWT,DODECAMETHYLPENTASILOXANE (L5-MD3M),DODÉCAMÉTHYLPENTASILOXANE (L5-MD3M),V
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.132,,0.1,5679,NG/G DWT,ENDOSULFAN SULPHATE,SULFATE D'ENDOSULFAN,P
ON02IE1577,2014-07-23 0:00,S.SURFACE,0,-0.03,<,0.0985,,0.1,5673,NG/G DWT,ENDRIN,ENDRINE,P
