Date and Time (UTC),Site,Weather Station,Sensor,Sensor Value (ADC),Sensor Battery (V),Sensor Tx Level,Sensor Temperature (°C),Sensor Tilt (°),Sensor Depth (m),Turbidity (NTU),Salinity (PSU),Dissolved Oxygen (%),DO Concentration (mg/l),CDOM (ppb),Chlorophyll (µg/L),Phycocyanin (ppb),Air Temperature (°C),Barometric Air Pressure (mb),Wind Speed (kph),Wind Gusts (kph),Wind Direction
2021-08-15 19:09,raeon-1,,aquaMeasure-670772,251,,,25.1,,,,,,,,,,,,,,
2021-08-15 19:09,raeon-1,,aquaMeasure-671124,249,,,24.9,,,,,,,,,,,,,,
2021-08-15 19:09,raeon-1,,aquaMeasure-684000,8,,,,8,,,,,,,,,,,,,
2021-08-15 19:10,raeon-1,,aquaMeasure-671074,250,,,25,,,,,,,,,,,,,,
2021-08-15 19:10,raeon-1,,aquaMeasure-671077,196,,,19.6,,,,,,,,,,,,,,
2021-08-15 19:10,raeon-1,,aquaMeasure-684503,1,,,,,,,,,,1,,,,,,,
2021-08-15 19:10,raeon-1,,aquaMeasure-684004,250,,,25,,,,,,,,,,,,,,
2021-08-15 19:10,raeon-1,,aquaMeasure-682505,250,,,25,,,,,,,,,,,,,,
2021-08-15 19:10,raeon-1,,aquaMeasure-671125,160,,,,,,,,87.8,,,,,,,,,
2021-08-15 19:10,raeon-1,,aquaMeasure-671132,245,,,24.5,,,,,,,,,,,,,,
2021-08-15 19:10,raeon-1,,aquaMeasure-684501,72,1,,,,,,,,,,,,,,,,
2021-08-15 19:10,raeon-1,,aquaMeasure-671127,200,1.5,,,,,,,,,,,,,,,,
2021-08-15 19:10,raeon-1,,aquaMeasure-670792,200,1.5,,,,,,,,,,,,,,,,
2021-08-15 19:10,raeon-1,,aquaMeasure-671123,246,,,,,,,,135.1,,,,,,,,,
2021-08-15 19:11,raeon-1,,aquaMeasure-682502,43,,,,,,,,,,,8.5,,,,,,
2021-08-15 19:11,raeon-1,,aquaMeasure-670774,200,,,,,,,,109.8,,,,,,,,,
2021-08-15 19:11,raeon-1,,aquaMeasure-684005,245,,,24.5,,,,,,,,,,,,,,
2021-08-15 19:11,raeon-1,,aquaMeasure-671124,173,,,,173,,,,,,,,,,,,,
2021-08-15 19:11,raeon-1,,aquaMeasure-686160,250,,,25,,,,,,,,,,,,,,
2021-08-15 19:11,raeon-1,,aquaMeasure-671074,254,,,,,,,,139.5,,,,,,,,,
2021-08-15 19:11,raeon-1,,aquaMeasure-682005,245,,,24.5,,,,,,,,,,,,,,
2021-08-15 19:11,raeon-1,,aquaMeasure-671121,200,1.5,,,,,,,,,,,,,,,,
2021-08-15 19:11,raeon-1,,aquaMeasure-671073,171,,,,171,,,,,,,,,,,,,
2021-08-15 19:11,raeon-1,,aquaMeasure-670772,227,,,,,,,,124.6,,,,,,,,,
2021-08-15 19:11,raeon-1,,aquaMeasure-682524,40,,,,,,,,,,,7.9,,,,,,
2021-08-15 19:12,raeon-1,,aquaMeasure-684503,250,,,25,,,,,,,,,,,,,,
2021-08-15 19:12,raeon-1,,aquaMeasure-684004,54,,,,,,,,,,,,95.7,,,,,
2021-08-15 19:12,raeon-1,,aquaMeasure-671125,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 19:12,raeon-1,,aquaMeasure-682523,18,,,,,,,,,,,3.5,,,,,,
2021-08-15 19:12,raeon-1,,aquaMeasure-671123,251,,,25.1,,,,,,,,,,,,,,
2021-08-15 19:12,raeon-1,,aquaMeasure-684501,1,,,,,,,,,,1,,,,,,,
2021-08-15 19:12,raeon-1,,aquaMeasure-671124,200,1.5,,,,,,,,,,,,,,,,
2021-08-15 19:12,raeon-1,,aquaMeasure-670792,175,,,,,,,,96.1,,,,,,,,,
2021-08-15 19:12,raeon-1,,aquaMeasure-684500,251,,,25.1,,,,,,,,,,,,,,
2021-08-15 19:12,raeon-1,,aquaMeasure-670774,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 19:12,raeon-1,,aquaMeasure-682502,250,,,25,,,,,,,,,,,,,,
2021-08-15 19:13,raeon-1,,aquaMeasure-671074,250,,,25,,,,,,,,,,,,,,
2021-08-15 19:13,raeon-1,,aquaMeasure-671121,191,,,,,,,,104.9,,,,,,,,,
2021-08-15 19:13,raeon-1,,aquaMeasure-671132,245,,,24.5,,,,,,,,,,,,,,
2021-08-15 19:13,raeon-1,,aquaMeasure-671073,166,,,,,,,,91.1,,,,,,,,,
2021-08-15 19:13,raeon-1,,aquaMeasure-684503,4,,,,,,,,,,2,,,,,,,
2021-08-15 19:13,raeon-1,,aquaMeasure-671077,195,,,19.5,,,,,,,,,,,,,,
2021-08-15 19:13,raeon-1,,aquaMeasure-670772,251,,,25.1,,,,,,,,,,,,,,
2021-08-15 19:14,raeon-1,,aquaMeasure-684504,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 19:14,raeon-1,,aquaMeasure-671127,189,,,18.9,,,,,,,,,,,,,,
2021-08-15 19:14,raeon-1,,aquaMeasure-684004,250,,,25,,,,,,,,,,,,,,
2021-08-15 19:14,raeon-1,,aquaMeasure-686160,179,,,,179,,,,,,,,,,,,,
2021-08-15 19:14,raeon-1,,aquaMeasure-671125,162,,,,,,,,88.9,,,,,,,,,
2021-08-15 19:14,raeon-1,,aquaMeasure-682502,13,,,,13,,,,,,,,,,,,,
2021-08-15 19:14,raeon-1,,aquaMeasure-682008,254,,,,,,15,,,,,,,,,,,
2021-08-15 19:14,raeon-1,,aquaMeasure-684501,250,,,25,,,,,,,,,,,,,,
2021-08-15 19:14,raeon-1,,aquaMeasure-670792,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 19:14,raeon-1,,aquaMeasure-671123,248,,,,,,,,136.2,,,,,,,,,
2021-08-15 19:14,raeon-1,,aquaMeasure-671073,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 19:14,raeon-1,,aquaMeasure-671074,162,,,,162,,,,,,,,,,,,,
2021-08-15 19:14,raeon-1,,aquaMeasure-671132,195,,,,,,,,107.1,,,,,,,,,
2021-08-15 19:14,raeon-1,,aquaMeasure-671124,254,,,,,,,,139.5,,,,,,,,,
2021-08-15 19:14,raeon-1,,aquaMeasure-684005,245,,,24.5,,,,,,,,,,,,,,
2021-08-15 19:14,raeon-1,,aquaMeasure-670774,204,,,,,,,,112,,,,,,,,,
2021-08-15 19:14,raeon-1,,aquaMeasure-682517,12,,,,,,,,,,,2.4,,,,,,
2021-08-15 19:14,raeon-1,,aquaMeasure-684503,250,,,25,,,,,,,,,,,,,,
2021-08-15 19:14,raeon-1,,aquaMeasure-671121,250,,,25,,,,,,,,,,,,,,
2021-08-15 19:14,raeon-1,,aquaMeasure-682007,254,,,,,,15,,,,,,,,,,,
2021-08-15 19:15,raeon-1,,aquaMeasure-670772,229,,,,,,,,125.7,,,,,,,,,
2021-08-15 19:15,raeon-1,,aquaMeasure-671077,75,,,,,,,,41.2,,,,,,,,,
2021-08-15 19:15,raeon-1,,aquaMeasure-684004,11,,,,11,,,,,,,,,,,,,
2021-08-15 19:15,raeon-1,,aquaMeasure-671123,251,,,25.1,,,,,,,,,,,,,,
2021-08-15 19:15,raeon-1,,aquaMeasure-684001,20,,,,,,,,,,,,35.4,,,,,
2021-08-15 19:15,raeon-1,,aquaMeasure-684501,1,,,,,,,,,,1,,,,,,,
2021-08-15 19:15,raeon-1,,aquaMeasure-671132,246,,,24.6,,,,,,,,,,,,,,
2021-08-15 19:16,raeon-1,,aquaMeasure-682502,72,1,,,,,,,,,,,,,,,,
2021-08-15 19:16,raeon-1,,aquaMeasure-671073,166,,,,,,,,91.1,,,,,,,,,
2021-08-15 19:16,raeon-1,,aquaMeasure-671127,40,,,,,,,,22,,,,,,,,,
2021-08-15 19:16,raeon-1,,aquaMeasure-684005,46,,,,,,,,,,,,81.5,,,,,
2021-08-15 19:16,raeon-1,,aquaMeasure-670792,174,,,,,,,,95.5,,,,,,,,,
2021-08-15 19:16,raeon-1,,aquaMeasure-671125,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 19:16,raeon-1,,aquaMeasure-671121,191,,,,,,,,104.9,,,,,,,,,
2021-08-15 19:16,raeon-1,,aquaMeasure-670774,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 19:16,raeon-1,,aquaMeasure-671124,249,,,24.9,,,,,,,,,,,,,,
2021-08-15 19:16,raeon-1,,aquaMeasure-671074,254,,,,,,,,139.5,,,,,,,,,
2021-08-15 19:16,raeon-1,,aquaMeasure-670772,251,,,25.1,,,,,,,,,,,,,,
2021-08-15 19:16,raeon-1,,aquaMeasure-684503,2,,,,,,,,,,1,,,,,,,
2021-08-15 19:16,raeon-1,,aquaMeasure-671077,195,,,19.5,,,,,,,,,,,,,,
2021-08-15 19:16,raeon-1,,aquaMeasure-686160,,,,,,,,,,,,,,,,,,
2021-08-15 19:17,raeon-1,,aquaMeasure-684501,250,,,25,,,,,,,,,,,,,,
2021-08-15 19:17,raeon-1,Airmar-60225552,,,,,,,,,,,,,,,21.2,1026.5,10.9,15.3,E
2021-08-15 19:17,raeon-1,Airmar-60225551,,,,,,,,,,,,,,,20.6,1025.5,11.7,14.6,E
2021-08-15 19:17,raeon-1,,aquaMeasure-671127,189,,,18.9,,,,,,,,,,,,,,
2021-08-15 19:17,raeon-1,,aquaMeasure-671123,246,,,,,,,,135.1,,,,,,,,,
2021-08-15 19:17,raeon-1,,aquaMeasure-684004,200,1.5,,,,,,,,,,,,,,,,
2021-08-15 19:17,raeon-1,,aquaMeasure-670792,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 19:17,raeon-1,,aquaMeasure-671121,250,,,25,,,,,,,,,,,,,,
2021-08-15 19:17,raeon-1,,aquaMeasure-671132,195,,,,,,,,107.1,,,,,,,,,
2021-08-15 19:17,raeon-1,,aquaMeasure-671074,250,,,25,,,,,,,,,,,,,,
2021-08-15 19:17,raeon-1,,aquaMeasure-671125,170,,,,170,,,,,,,,,,,,,
2021-08-15 19:17,raeon-1,,aquaMeasure-671073,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 19:17,raeon-1,,aquaMeasure-684005,246,,,24.6,,,,,,,,,,,,,,
2021-08-15 19:18,raeon-1,,aquaMeasure-670772,224,,,,,,,,123,,,,,,,,,
2021-08-15 19:18,raeon-1,,aquaMeasure-682502,46,,,,,,,,,,,9.1,,,,,,
2021-08-15 19:18,raeon-1,,aquaMeasure-682003,254,,,,,,15,,,,,,,,,,,
2021-08-15 19:18,raeon-1,,aquaMeasure-682509,251,,,25.1,,,,,,,,,,,,,,
2021-08-15 19:18,raeon-1,,aquaMeasure-670774,196,,,,,,,,107.6,,,,,,,,,
2021-08-15 19:18,raeon-1,,aquaMeasure-671077,72,,,,,,,,39.5,,,,,,,,,
2021-08-15 19:18,raeon-1,,aquaMeasure-671124,254,,,,,,,,139.5,,,,,,,,,
2021-08-15 19:18,raeon-1,,aquaMeasure-684503,249,,,24.9,,,,,,,,,,,,,,
2021-08-15 19:18,raeon-1,,aquaMeasure-684505,246,,,24.6,,,,,,,,,,,,,,
2021-08-15 19:18,raeon-1,,aquaMeasure-682006,6,,,,6,,,,,,,,,,,,,
2021-08-15 19:19,raeon-1,,aquaMeasure-671074,254,,,,,,,,139.5,,,,,,,,,
2021-08-15 19:19,raeon-1,,aquaMeasure-671123,251,,,25.1,,,,,,,,,,,,,,
2021-08-15 19:19,raeon-1,,aquaMeasure-671125,200,1.5,,,,,,,,,,,,,,,,
2021-08-15 19:19,raeon-1,,aquaMeasure-671132,246,,,24.6,,,,,,,,,,,,,,
2021-08-15 19:19,raeon-1,,aquaMeasure-684501,1,,,,,,,,,,1,,,,,,,
2021-08-15 19:19,raeon-1,,aquaMeasure-671127,40,,,,,,,,22,,,,,,,,,
2021-08-15 19:19,raeon-1,,aquaMeasure-671073,166,,,,,,,,91.1,,,,,,,,,
2021-08-15 19:19,raeon-1,,aquaMeasure-684004,59,,,,,,,,,,,,104.5,,,,,
2021-08-15 19:19,raeon-1,,aquaMeasure-670792,174,,,,,,,,95.5,,,,,,,,,
2021-08-15 19:19,raeon-1,,aquaMeasure-671121,191,,,,,,,,104.9,,,,,,,,,
2021-08-15 19:19,raeon-1,,aquaMeasure-671077,195,,,19.5,,,,,,,,,,,,,,
2021-08-15 19:19,raeon-1,,aquaMeasure-684005,50,,,,,,,,,,,,88.6,,,,,
2021-08-15 19:19,raeon-1,,aquaMeasure-684000,16,,,,,,,,,,,,28.3,,,,,
2021-08-15 19:19,raeon-1,,aquaMeasure-670772,251,,,25.1,,,,,,,,,,,,,,
2021-08-15 19:19,raeon-1,,aquaMeasure-686160,250,,,25,,,,,,,,,,,,,,
2021-08-15 19:19,raeon-1,,aquaMeasure-670774,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 19:19,raeon-1,,aquaMeasure-684503,1,,,,,,,,,,1,,,,,,,
2021-08-15 19:20,raeon-1,,aquaMeasure-671124,249,,,24.9,,,,,,,,,,,,,,
2021-08-15 19:20,raeon-1,,aquaMeasure-671074,250,,,25,,,,,,,,,,,,,,
2021-08-15 19:20,raeon-1,,aquaMeasure-671123,172,,,,172,,,,,,,,,,,,,
2021-08-15 19:20,raeon-1,,aquaMeasure-682505,16,,,,,,,,,,,3.1,,,,,,
2021-08-15 19:20,raeon-1,,aquaMeasure-684004,250,,,25,,,,,,,,,,,,,,
2021-08-15 19:20,raeon-1,,aquaMeasure-671121,250,,,25,,,,,,,,,,,,,,
2021-08-15 19:20,raeon-1,,aquaMeasure-670792,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 19:21,raeon-1,,aquaMeasure-671127,189,,,18.9,,,,,,,,,,,,,,
2021-08-15 19:21,raeon-1,,aquaMeasure-684501,250,,,25,,,,,,,,,,,,,,
2021-08-15 19:21,raeon-1,,aquaMeasure-671073,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 19:21,raeon-1,,aquaMeasure-670772,170,,,,170,,,,,,,,,,,,,
2021-08-15 19:21,raeon-1,,aquaMeasure-684005,246,,,24.6,,,,,,,,,,,,,,
2021-08-15 19:21,raeon-1,,aquaMeasure-670774,3,,,,3,,,,,,,,,,,,,
2021-08-15 19:21,raeon-1,,aquaMeasure-682502,25,,,,,,,,,,,4.9,,,,,,
2021-08-15 19:21,raeon-1,,aquaMeasure-671074,254,,,,,,,,139.5,,,,,,,,,
2021-08-15 19:21,raeon-1,,aquaMeasure-682005,93,,,,,,5.5,,,,,,,,,,,
2021-08-15 19:21,raeon-1,,aquaMeasure-671124,254,,,,,,,,139.5,,,,,,,,,
2021-08-15 19:21,raeon-1,,aquaMeasure-684503,249,,,24.9,,,,,,,,,,,,,,
2021-08-15 19:21,raeon-1,,aquaMeasure-682524,251,,,25.1,,,,,,,,,,,,,,
2021-08-15 19:22,raeon-1,,aquaMeasure-671123,252,,,,,,,,138.4,,,,,,,,,
2021-08-15 19:22,raeon-1,,aquaMeasure-671121,192,,,,,,,,105.4,,,,,,,,,
2021-08-15 19:22,raeon-1,,aquaMeasure-684500,3,,,,3,,,,,,,,,,,,,
2021-08-15 19:22,raeon-1,,aquaMeasure-671125,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 19:22,raeon-1,,aquaMeasure-684004,50,,,,,,,,,,,,88.6,,,,,
2021-08-15 19:22,raeon-1,,aquaMeasure-671127,39,,,,,,,,21.4,,,,,,,,,
2021-08-15 19:22,raeon-1,,aquaMeasure-671132,200,1.5,,,,,,,,,,,,,,,,
2021-08-15 19:22,raeon-1,,aquaMeasure-670792,175,,,,,,,,96.1,,,,,,,,,
2021-08-15 19:22,raeon-1,,aquaMeasure-671077,66,,,,,,,,36.2,,,,,,,,,
2021-08-15 19:22,raeon-1,,aquaMeasure-670774,194,,,,,,,,106.5,,,,,,,,,
2021-08-15 19:22,raeon-1,,aquaMeasure-684501,,,,,,,,,,,,,,,,,,
2021-08-15 19:22,raeon-1,,aquaMeasure-686160,,,,,,,,,,,,,,,,,,
2021-08-15 19:22,raeon-1,,aquaMeasure-670772,200,1.5,,,,,,,,,,,,,,,,
2021-08-15 19:23,raeon-1,,aquaMeasure-684005,16,,,,16,,,,,,,,,,,,,
2021-08-15 19:23,raeon-1,,aquaMeasure-682502,250,,,25,,,,,,,,,,,,,,
2021-08-15 19:23,raeon-1,,aquaMeasure-671074,250,,,25,,,,,,,,,,,,,,
2021-08-15 19:23,raeon-1,,aquaMeasure-684004,250,,,25,,,,,,,,,,,,,,
2021-08-15 19:23,raeon-1,,aquaMeasure-671124,249,,,24.9,,,,,,,,,,,,,,
2021-08-15 19:23,raeon-1,,aquaMeasure-682008,251,,,25.1,,,,,,,,,,,,,,
2021-08-15 19:23,raeon-1,,aquaMeasure-684503,7,,,,7,,,,,,,,,,,,,
2021-08-15 19:23,raeon-1,,aquaMeasure-671123,250,,,25,,,,,,,,,,,,,,
2021-08-15 19:23,raeon-1,,aquaMeasure-671121,250,,,25,,,,,,,,,,,,,,
2021-08-15 19:23,raeon-1,,aquaMeasure-684504,2,,,,,,,,,,1,,,,,,,
2021-08-15 19:24,raeon-1,,aquaMeasure-671077,192,,,19.2,,,,,,,,,,,,,,
2021-08-15 19:24,raeon-1,,aquaMeasure-671125,163,,,,,,,,89.5,,,,,,,,,
2021-08-15 19:24,raeon-1,,aquaMeasure-671127,189,,,18.9,,,,,,,,,,,,,,
2021-08-15 19:24,raeon-1,,aquaMeasure-671132,196,,,,,,,,107.6,,,,,,,,,
2021-08-15 19:24,raeon-1,,aquaMeasure-670772,227,,,,,,,,124.6,,,,,,,,,
2021-08-15 19:24,raeon-1,,aquaMeasure-670774,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 19:24,raeon-1,,aquaMeasure-670792,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 19:24,raeon-1,,aquaMeasure-682517,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 19:24,raeon-1,,aquaMeasure-684501,250,,,25,,,,,,,,,,,,,,
2021-08-15 19:24,raeon-1,,aquaMeasure-682007,250,,,25,,,,,,,,,,,,,,
2021-08-15 19:24,raeon-1,,aquaMeasure-684005,53,,,,,,,,,,,,93.9,,,,,
2021-08-15 19:24,raeon-1,,aquaMeasure-671074,254,,,,,,,,139.5,,,,,,,,,
2021-08-15 19:24,raeon-1,,aquaMeasure-671073,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 19:25,raeon-1,,aquaMeasure-682502,26,,,,,,,,,,,5.1,,,,,,
2021-08-15 19:25,raeon-1,,aquaMeasure-671124,254,,,,,,,,139.5,,,,,,,,,
2021-08-15 19:25,raeon-1,,aquaMeasure-684004,49,,,,,,,,,,,,86.8,,,,,
2021-08-15 19:25,raeon-1,,aquaMeasure-686160,250,,,25,,,,,,,,,,,,,,
2021-08-15 19:25,raeon-1,,aquaMeasure-684503,72,1,,,,,,,,,,,,,,,,
2021-08-15 19:25,raeon-1,,aquaMeasure-671123,242,,,,,,,,132.9,,,,,,,,,
2021-08-15 19:25,raeon-1,,aquaMeasure-670772,251,,,25.1,,,,,,,,,,,,,,
2021-08-15 19:25,raeon-1,,aquaMeasure-670774,206,,,,,,,,113.1,,,,,,,,,
2021-08-15 19:25,raeon-1,,aquaMeasure-671121,170,,,,170,,,,,,,,,,,,,
2021-08-15 19:25,raeon-1,,aquaMeasure-671077,73,,,,,,,,40.1,,,,,,,,,
2021-08-15 19:25,raeon-1,,aquaMeasure-671132,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 19:25,raeon-1,,aquaMeasure-684001,250,,,25,,,,,,,,,,,,,,
2021-08-15 19:25,raeon-1,,aquaMeasure-671127,164,,,,164,,,,,,,,,,,,,
2021-08-15 19:25,raeon-1,,aquaMeasure-671125,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 19:25,raeon-1,,aquaMeasure-684501,15,,,,15,,,,,,,,,,,,,
2021-08-15 19:26,raeon-1,,aquaMeasure-684005,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 19:26,raeon-1,,aquaMeasure-670792,168,,,,168,,,,,,,,,,,,,
2021-08-15 19:26,raeon-1,,aquaMeasure-671124,249,,,24.9,,,,,,,,,,,,,,
2021-08-15 19:26,raeon-1,,aquaMeasure-671074,250,,,25,,,,,,,,,,,,,,
2021-08-15 19:26,raeon-1,,aquaMeasure-671073,169,,,,169,,,,,,,,,,,,,
2021-08-15 19:26,raeon-1,,aquaMeasure-684004,250,,,25,,,,,,,,,,,,,,
2021-08-15 19:26,raeon-1,,aquaMeasure-682502,250,,,25,,,,,,,,,,,,,,
2021-08-15 19:27,raeon-1,,aquaMeasure-684503,2,,,,,,,,,,1,,,,,,,
2021-08-15 19:27,raeon-1,,aquaMeasure-670774,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 19:27,raeon-1,,aquaMeasure-670772,223,,,,,,,,122.4,,,,,,,,,
2021-08-15 19:27,raeon-1,,aquaMeasure-671077,192,,,19.2,,,,,,,,,,,,,,
2021-08-15 19:27,raeon-1,,aquaMeasure-671123,251,,,25.1,,,,,,,,,,,,,,
2021-08-15 19:27,raeon-1,Airmar-60225552,,,,,,,,,,,,,,,21.1,1026.6,11.6,15.6,E
2021-08-15 19:27,raeon-1,,aquaMeasure-684501,1,,,,,,,,,,1,,,,,,,
2021-08-15 19:27,raeon-1,Airmar-60225551,,,,,,,,,,,,,,,20.6,1025.5,10.6,13.2,SE
2021-08-15 19:27,raeon-1,,aquaMeasure-671121,191,,,,,,,,104.9,,,,,,,,,
2021-08-15 19:27,raeon-1,,aquaMeasure-671132,194,,,,,,,,106.5,,,,,,,,,
2021-08-15 19:27,raeon-1,,aquaMeasure-671127,38,,,,,,,,20.9,,,,,,,,,
2021-08-15 19:27,raeon-1,,aquaMeasure-671125,167,,,,,,,,91.7,,,,,,,,,
2021-08-15 19:27,raeon-1,,aquaMeasure-670792,175,,,,,,,,96.1,,,,,,,,,
2021-08-15 19:27,raeon-1,,aquaMeasure-684005,46,,,,,,,,,,,,81.5,,,,,
2021-08-15 19:27,raeon-1,,aquaMeasure-682003,250,,,25,,,,,,,,,,,,,,
2021-08-15 19:27,raeon-1,,aquaMeasure-682509,,,,,,,,,,,,,,,,,,
2021-08-15 19:28,raeon-1,,aquaMeasure-671124,173,,,,173,,,,,,,,,,,,,
2021-08-15 19:28,raeon-1,,aquaMeasure-684505,,,,,,,,,,,,,,,,,,
2021-08-15 19:28,raeon-1,,aquaMeasure-684004,52,,,,,,,,,,,,92.1,,,,,
2021-08-15 19:28,raeon-1,,aquaMeasure-671074,168,,,,168,,,,,,,,,,,,,
2021-08-15 19:28,raeon-1,,aquaMeasure-682502,24,,,,,,,,,,,4.7,,,,,,
2021-08-15 19:28,raeon-1,,aquaMeasure-671073,200,1.5,,,,,,,,,,,,,,,,
2021-08-15 19:28,raeon-1,,aquaMeasure-682006,254,,,,,,15,,,,,,,,,,,
2021-08-15 19:28,raeon-1,,aquaMeasure-671077,51,,,,,,,,28,,,,,,,,,
2021-08-15 19:28,raeon-1,,aquaMeasure-684503,249,,,24.9,,,,,,,,,,,,,,
2021-08-15 19:28,raeon-1,,aquaMeasure-684501,250,,,25,,,,,,,,,,,,,,
2021-08-15 19:28,raeon-1,,aquaMeasure-686160,178,,,,178,,,,,,,,,,,,,
2021-08-15 19:28,raeon-1,,aquaMeasure-670774,205,,,,,,,,112.5,,,,,,,,,
2021-08-15 19:29,raeon-1,,aquaMeasure-670772,251,,,25.1,,,,,,,,,,,,,,
2021-08-15 19:29,raeon-1,,aquaMeasure-670792,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 19:29,raeon-1,,aquaMeasure-671123,239,,,,,,,,131.2,,,,,,,,,
2021-08-15 19:29,raeon-1,,aquaMeasure-684005,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 19:29,raeon-1,,aquaMeasure-671132,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 19:29,raeon-1,,aquaMeasure-671125,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 19:29,raeon-1,,aquaMeasure-671121,250,,,25,,,,,,,,,,,,,,
2021-08-15 19:29,raeon-1,,aquaMeasure-671127,189,,,18.9,,,,,,,,,,,,,,
2021-08-15 19:29,raeon-1,,aquaMeasure-671124,254,,,,,,,,139.5,,,,,,,,,
2021-08-15 19:29,raeon-1,,aquaMeasure-671074,200,1.5,,,,,,,,,,,,,,,,
2021-08-15 19:29,raeon-1,,aquaMeasure-684004,250,,,25,,,,,,,,,,,,,,
2021-08-15 19:29,raeon-1,,aquaMeasure-684000,250,,,25,,,,,,,,,,,,,,
2021-08-15 19:30,raeon-1,,aquaMeasure-671073,166,,,,,,,,91.1,,,,,,,,,
2021-08-15 19:30,raeon-1,,aquaMeasure-682502,250,,,25,,,,,,,,,,,,,,
2021-08-15 19:30,raeon-1,,aquaMeasure-682505,250,,,25,,,,,,,,,,,,,,
2021-08-15 19:30,raeon-1,,aquaMeasure-671077,188,,,18.8,,,,,,,,,,,,,,
2021-08-15 19:30,raeon-1,,aquaMeasure-684501,1,,,,,,,,,,1,,,,,,,
2021-08-15 19:30,raeon-1,,aquaMeasure-671132,192,,,,,,,,105.4,,,,,,,,,
2021-08-15 19:30,raeon-1,,aquaMeasure-684503,1,,,,,,,,,,1,,,,,,,
2021-08-15 19:30,raeon-1,,aquaMeasure-670772,222,,,,,,,,121.9,,,,,,,,,
2021-08-15 19:30,raeon-1,,aquaMeasure-671123,251,,,25.1,,,,,,,,,,,,,,
2021-08-15 19:30,raeon-1,,aquaMeasure-670774,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 19:30,raeon-1,,aquaMeasure-670792,175,,,,,,,,96.1,,,,,,,,,
2021-08-15 19:30,raeon-1,,aquaMeasure-671121,192,,,,,,,,105.4,,,,,,,,,
2021-08-15 19:30,raeon-1,,aquaMeasure-671127,39,,,,,,,,21.4,,,,,,,,,
2021-08-15 19:31,raeon-1,,aquaMeasure-684005,49,,,,,,,,,,,,86.8,,,,,
2021-08-15 19:31,raeon-1,,aquaMeasure-671074,254,,,,,,,,139.5,,,,,,,,,
2021-08-15 19:31,raeon-1,,aquaMeasure-671125,166,,,,,,,,91.1,,,,,,,,,
2021-08-15 19:31,raeon-1,,aquaMeasure-684004,4,,,,4,,,,,,,,,,,,,
2021-08-15 19:31,raeon-1,,aquaMeasure-671124,249,,,24.9,,,,,,,,,,,,,,
2021-08-15 19:31,raeon-1,,aquaMeasure-671073,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 19:31,raeon-1,,aquaMeasure-686160,200,1.5,,,,,,,,,,,,,,,,
2021-08-15 19:31,raeon-1,,aquaMeasure-682502,4,,,,4,,,,,,,,,,,,,
2021-08-15 19:31,raeon-1,,aquaMeasure-671077,47,,,,,,,,25.8,,,,,,,,,
2021-08-15 19:31,raeon-1,,aquaMeasure-682005,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 19:31,raeon-1,,aquaMeasure-682523,17,,,,,,,,,,,3.3,,,,,,
2021-08-15 19:32,raeon-1,,aquaMeasure-684501,250,,,25,,,,,,,,,,,,,,
2021-08-15 19:32,raeon-1,,aquaMeasure-682524,4,,,,4,,,,,,,,,,,,,
2021-08-15 19:32,raeon-1,,aquaMeasure-671123,239,,,,,,,,131.2,,,,,,,,,
2021-08-15 19:32,raeon-1,,aquaMeasure-684503,250,,,25,,,,,,,,,,,,,,
2021-08-15 19:32,raeon-1,,aquaMeasure-670792,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 19:32,raeon-1,,aquaMeasure-671121,250,,,25,,,,,,,,,,,,,,
2021-08-15 19:32,raeon-1,,aquaMeasure-671132,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 19:32,raeon-1,,aquaMeasure-671127,189,,,18.9,,,,,,,,,,,,,,
