Date and Time (UTC),Site,Weather Station,Sensor,Sensor Value (ADC),Sensor Battery (V),Sensor Tx Level,Sensor Temperature (°C),Sensor Tilt (°),Sensor Depth (m),Turbidity (NTU),Salinity (PSU),Dissolved Oxygen (%),DO Concentration (mg/l),CDOM (ppb),Chlorophyll (µg/L),Phycocyanin (ppb),Air Temperature (°C),Barometric Air Pressure (mb),Wind Speed (kph),Wind Gusts (kph),Wind Direction
2021-08-15 11:09,raeon-1,,aquaMeasure-671077,23,,,,23,,,,,,,,,,,,,
2021-08-15 11:10,raeon-1,,aquaMeasure-671121,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:10,raeon-1,,aquaMeasure-671074,249,,,24.9,,,,,,,,,,,,,,
2021-08-15 11:10,raeon-1,,aquaMeasure-671073,166,,,,,,,,91.1,,,,,,,,,
2021-08-15 11:10,raeon-1,,aquaMeasure-684503,6,,,,6,,,,,,,,,,,,,
2021-08-15 11:10,raeon-1,,aquaMeasure-682008,254,,,,,,15,,,,,,,,,,,
2021-08-15 11:10,raeon-1,,aquaMeasure-682509,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 11:10,raeon-1,,aquaMeasure-684005,7,,,,,,,,,,,,12.4,,,,,
2021-08-15 11:10,raeon-1,,aquaMeasure-684501,1,,,,,,,,,,1,,,,,,,
2021-08-15 11:10,raeon-1,,aquaMeasure-671127,165,,,,165,,,,,,,,,,,,,
2021-08-15 11:10,raeon-1,,aquaMeasure-670792,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:10,raeon-1,,aquaMeasure-670774,214,,,,,,,,117.5,,,,,,,,,
2021-08-15 11:10,raeon-1,,aquaMeasure-671125,169,,,,,,,,92.8,,,,,,,,,
2021-08-15 11:10,raeon-1,,aquaMeasure-671123,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 11:11,raeon-1,,aquaMeasure-682502,41,,,,,,,,,,,8.1,,,,,,
2021-08-15 11:11,raeon-1,,aquaMeasure-670772,200,1.5,,,,,,,,,,,,,,,,
2021-08-15 11:11,raeon-1,,aquaMeasure-671077,38,,,,,,,,20.9,,,,,,,,,
2021-08-15 11:11,raeon-1,,aquaMeasure-686160,245,,,24.5,,,,,,,,,,,,,,
2021-08-15 11:11,raeon-1,,aquaMeasure-684004,46,,,,,,,,,,,,81.5,,,,,
2021-08-15 11:11,raeon-1,,aquaMeasure-682524,56,,,,,,,,,,,11,,,,,,
2021-08-15 11:11,raeon-1,,aquaMeasure-671121,174,,,,,,,,95.5,,,,,,,,,
2021-08-15 11:11,raeon-1,,aquaMeasure-671124,245,,,24.5,,,,,,,,,,,,,,
2021-08-15 11:11,raeon-1,,aquaMeasure-671074,170,,,,170,,,,,,,,,,,,,
2021-08-15 11:11,raeon-1,,aquaMeasure-671127,55,,,,,,,,30.2,,,,,,,,,
2021-08-15 11:11,raeon-1,,aquaMeasure-684501,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 11:11,raeon-1,,aquaMeasure-684503,72,1,,,,,,,,,,,,,,,,
2021-08-15 11:12,raeon-1,,aquaMeasure-671073,249,,,24.9,,,,,,,,,,,,,,
2021-08-15 11:12,raeon-1,,aquaMeasure-684005,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:12,raeon-1,,aquaMeasure-670792,176,,,,176,,,,,,,,,,,,,
2021-08-15 11:12,raeon-1,,aquaMeasure-670772,176,,,,,,,,96.6,,,,,,,,,
2021-08-15 11:12,raeon-1,,aquaMeasure-684004,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 11:12,raeon-1,,aquaMeasure-670774,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 11:12,raeon-1,,aquaMeasure-682502,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:12,raeon-1,,aquaMeasure-671125,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:12,raeon-1,,aquaMeasure-671123,173,,,,173,,,,,,,,,,,,,
2021-08-15 11:13,raeon-1,,aquaMeasure-671077,178,,,17.8,,,,,,,,,,,,,,
2021-08-15 11:13,raeon-1,,aquaMeasure-671121,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:13,raeon-1,,aquaMeasure-671132,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:13,raeon-1,,aquaMeasure-671127,188,,,18.8,,,,,,,,,,,,,,
2021-08-15 11:13,raeon-1,,aquaMeasure-671074,200,1.5,,,,,,,,,,,,,,,,
2021-08-15 11:13,raeon-1,,aquaMeasure-684504,245,,,24.5,,,,,,,,,,,,,,
2021-08-15 11:13,raeon-1,,aquaMeasure-684501,,,,,,,,,,,,,,,,,,
2021-08-15 11:13,raeon-1,,aquaMeasure-684503,2,,,,,,,,,,1,,,,,,,
2021-08-15 11:13,raeon-1,,aquaMeasure-671073,166,,,,,,,,91.1,,,,,,,,,
2021-08-15 11:13,raeon-1,,aquaMeasure-671124,145,,,,,,,,79.6,,,,,,,,,
2021-08-15 11:13,raeon-1,,aquaMeasure-670792,178,,,,,,,,97.7,,,,,,,,,
2021-08-15 11:13,raeon-1,,aquaMeasure-670772,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:14,raeon-1,,aquaMeasure-670774,216,,,,,,,,118.6,,,,,,,,,
2021-08-15 11:14,raeon-1,,aquaMeasure-682502,48,,,,,,,,,,,9.4,,,,,,
2021-08-15 11:14,raeon-1,,aquaMeasure-682517,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 11:14,raeon-1,,aquaMeasure-684005,8,,,,,,,,,,,,14.2,,,,,
2021-08-15 11:14,raeon-1,,aquaMeasure-684004,5,,,,5,,,,,,,,,,,,,
2021-08-15 11:14,raeon-1,,aquaMeasure-686160,180,,,,180,,,,,,,,,,,,,
2021-08-15 11:14,raeon-1,,aquaMeasure-671077,39,,,,,,,,21.4,,,,,,,,,
2021-08-15 11:14,raeon-1,,aquaMeasure-671123,179,,,,,,,,98.3,,,,,,,,,
2021-08-15 11:14,raeon-1,,aquaMeasure-671121,174,,,,,,,,95.5,,,,,,,,,
2021-08-15 11:14,raeon-1,,aquaMeasure-671127,54,,,,,,,,29.6,,,,,,,,,
2021-08-15 11:14,raeon-1,,aquaMeasure-671124,245,,,24.5,,,,,,,,,,,,,,
2021-08-15 11:14,raeon-1,,aquaMeasure-684501,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 11:15,raeon-1,,aquaMeasure-671073,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 11:15,raeon-1,,aquaMeasure-671074,208,,,,,,,,114.2,,,,,,,,,
2021-08-15 11:15,raeon-1,,aquaMeasure-684503,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:15,raeon-1,,aquaMeasure-671132,168,,,,,,,,92.2,,,,,,,,,
2021-08-15 11:15,raeon-1,,aquaMeasure-684505,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 11:15,raeon-1,,aquaMeasure-682523,200,1.5,,,,,,,,,,,,,,,,
2021-08-15 11:15,raeon-1,,aquaMeasure-682502,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:15,raeon-1,,aquaMeasure-670772,175,,,,,,,,96.1,,,,,,,,,
2021-08-15 11:15,raeon-1,,aquaMeasure-671125,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:15,raeon-1,,aquaMeasure-670774,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 11:15,raeon-1,,aquaMeasure-670792,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:16,raeon-1,,aquaMeasure-671121,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:16,raeon-1,,aquaMeasure-671123,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 11:16,raeon-1,,aquaMeasure-671077,178,,,17.8,,,,,,,,,,,,,,
2021-08-15 11:16,raeon-1,,aquaMeasure-684004,50,,,,,,,,,,,,88.6,,,,,
2021-08-15 11:16,raeon-1,,aquaMeasure-684001,27,,,,,,,,,,,,47.8,,,,,
2021-08-15 11:16,raeon-1,,aquaMeasure-671127,188,,,18.8,,,,,,,,,,,,,,
2021-08-15 11:16,raeon-1,,aquaMeasure-684503,2,,,,,,,,,,1,,,,,,,
2021-08-15 11:16,raeon-1,,aquaMeasure-684501,9,,,,9,,,,,,,,,,,,,
2021-08-15 11:16,raeon-1,,aquaMeasure-671132,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:16,raeon-1,,aquaMeasure-671073,172,,,,172,,,,,,,,,,,,,
2021-08-15 11:16,raeon-1,,aquaMeasure-671125,168,,,,,,,,92.2,,,,,,,,,
2021-08-15 11:16,raeon-1,,aquaMeasure-671124,146,,,,,,,,80.2,,,,,,,,,
2021-08-15 11:16,raeon-1,,aquaMeasure-682006,4,,,,4,,,,,,,,,,,,,
2021-08-15 11:17,raeon-1,,aquaMeasure-671074,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 11:17,raeon-1,,aquaMeasure-682505,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:17,raeon-1,,aquaMeasure-682502,51,,,,,,,,,,,10,,,,,,
2021-08-15 11:17,raeon-1,,aquaMeasure-686160,200,1.5,,,,,,,,,,,,,,,,
2021-08-15 11:17,raeon-1,,aquaMeasure-682007,254,,,,,,15,,,,,,,,,,,
2021-08-15 11:17,raeon-1,Airmar-60225552,,,,,,,,,,,,,,,19,1027.2,12.9,15.7,NE
2021-08-15 11:17,raeon-1,Airmar-60225551,,,,,,,,,,,,,,,17.6,1026.4,10.4,13.2,NE
2021-08-15 11:17,raeon-1,,aquaMeasure-671121,173,,,,173,,,,,,,,,,,,,
2021-08-15 11:17,raeon-1,,aquaMeasure-682003,254,,,,,,15,,,,,,,,,,,
2021-08-15 11:17,raeon-1,,aquaMeasure-670792,178,,,,,,,,97.7,,,,,,,,,
2021-08-15 11:17,raeon-1,,aquaMeasure-671123,179,,,,,,,,98.3,,,,,,,,,
2021-08-15 11:17,raeon-1,,aquaMeasure-670774,213,,,,,,,,116.9,,,,,,,,,
2021-08-15 11:17,raeon-1,,aquaMeasure-670772,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:17,raeon-1,,aquaMeasure-684004,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 11:18,raeon-1,,aquaMeasure-671077,38,,,,,,,,20.9,,,,,,,,,
2021-08-15 11:18,raeon-1,,aquaMeasure-671073,200,1.5,,,,,,,,,,,,,,,,
2021-08-15 11:18,raeon-1,,aquaMeasure-684501,,,,,,,,,,,,,,,,,,
2021-08-15 11:18,raeon-1,,aquaMeasure-671127,52,,,,,,,,28.5,,,,,,,,,
2021-08-15 11:18,raeon-1,,aquaMeasure-684000,200,1.5,,,,,,,,,,,,,,,,
2021-08-15 11:18,raeon-1,,aquaMeasure-671132,168,,,,,,,,92.2,,,,,,,,,
2021-08-15 11:18,raeon-1,,aquaMeasure-684503,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:18,raeon-1,,aquaMeasure-671124,245,,,24.5,,,,,,,,,,,,,,
2021-08-15 11:18,raeon-1,,aquaMeasure-671074,206,,,,,,,,113.1,,,,,,,,,
2021-08-15 11:18,raeon-1,,aquaMeasure-682502,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:18,raeon-1,,aquaMeasure-671121,200,1.5,,,,,,,,,,,,,,,,
2021-08-15 11:18,raeon-1,,aquaMeasure-671125,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:19,raeon-1,,aquaMeasure-671123,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 11:19,raeon-1,,aquaMeasure-670772,176,,,,,,,,96.6,,,,,,,,,
2021-08-15 11:19,raeon-1,,aquaMeasure-670774,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 11:19,raeon-1,,aquaMeasure-670792,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:19,raeon-1,,aquaMeasure-671077,178,,,17.8,,,,,,,,,,,,,,
2021-08-15 11:19,raeon-1,,aquaMeasure-684005,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:19,raeon-1,,aquaMeasure-671132,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:19,raeon-1,,aquaMeasure-671073,166,,,,,,,,91.1,,,,,,,,,
2021-08-15 11:19,raeon-1,,aquaMeasure-671124,147,,,,,,,,80.7,,,,,,,,,
2021-08-15 11:19,raeon-1,,aquaMeasure-684004,53,,,,,,,,,,,,93.9,,,,,
2021-08-15 11:19,raeon-1,,aquaMeasure-684503,2,,,,,,,,,,1,,,,,,,
2021-08-15 11:19,raeon-1,,aquaMeasure-684501,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 11:20,raeon-1,,aquaMeasure-686160,,,,,,,,,,,,,,,,,,
2021-08-15 11:20,raeon-1,,aquaMeasure-684500,5,,,,5,,,,,,,,,,,,,
2021-08-15 11:20,raeon-1,,aquaMeasure-671127,188,,,18.8,,,,,,,,,,,,,,
2021-08-15 11:20,raeon-1,,aquaMeasure-682509,,,,,,,,,,,,,,,,,,
2021-08-15 11:20,raeon-1,,aquaMeasure-670792,178,,,,,,,,97.7,,,,,,,,,
2021-08-15 11:20,raeon-1,,aquaMeasure-682008,249,,,24.9,,,,,,,,,,,,,,
2021-08-15 11:20,raeon-1,,aquaMeasure-682502,7,,,,7,,,,,,,,,,,,,
2021-08-15 11:20,raeon-1,,aquaMeasure-671125,176,,,,176,,,,,,,,,,,,,
2021-08-15 11:20,raeon-1,,aquaMeasure-671074,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 11:20,raeon-1,,aquaMeasure-671121,174,,,,,,,,95.5,,,,,,,,,
2021-08-15 11:20,raeon-1,,aquaMeasure-671077,38,,,,,,,,20.9,,,,,,,,,
2021-08-15 11:20,raeon-1,,aquaMeasure-671123,183,,,,,,,,100.5,,,,,,,,,
2021-08-15 11:20,raeon-1,,aquaMeasure-670772,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:20,raeon-1,,aquaMeasure-670774,215,,,,,,,,118,,,,,,,,,
2021-08-15 11:20,raeon-1,,aquaMeasure-684005,18,,,,18,,,,,,,,,,,,,
2021-08-15 11:21,raeon-1,,aquaMeasure-671132,168,,,,,,,,92.2,,,,,,,,,
2021-08-15 11:21,raeon-1,,aquaMeasure-684503,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:21,raeon-1,,aquaMeasure-671073,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 11:21,raeon-1,,aquaMeasure-671124,245,,,24.5,,,,,,,,,,,,,,
2021-08-15 11:21,raeon-1,,aquaMeasure-671127,52,,,,,,,,28.5,,,,,,,,,
2021-08-15 11:21,raeon-1,,aquaMeasure-670792,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:21,raeon-1,,aquaMeasure-684501,1,,,,,,,,,,1,,,,,,,
2021-08-15 11:21,raeon-1,,aquaMeasure-671125,169,,,,,,,,92.8,,,,,,,,,
2021-08-15 11:21,raeon-1,,aquaMeasure-682524,249,,,24.9,,,,,,,,,,,,,,
2021-08-15 11:21,raeon-1,,aquaMeasure-684004,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 11:22,raeon-1,,aquaMeasure-682502,48,,,,,,,,,,,9.4,,,,,,
2021-08-15 11:22,raeon-1,,aquaMeasure-682005,83,,,,,,4.9,,,,,,,,,,,
2021-08-15 11:22,raeon-1,,aquaMeasure-670772,176,,,,,,,,96.6,,,,,,,,,
2021-08-15 11:22,raeon-1,,aquaMeasure-671121,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:22,raeon-1,,aquaMeasure-670774,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 11:22,raeon-1,,aquaMeasure-684005,200,1.5,,,,,,,,,,,,,,,,
2021-08-15 11:22,raeon-1,,aquaMeasure-671074,207,,,,,,,,113.6,,,,,,,,,
2021-08-15 11:22,raeon-1,,aquaMeasure-671123,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:22,raeon-1,,aquaMeasure-671077,177,,,17.7,,,,,,,,,,,,,,
2021-08-15 11:22,raeon-1,,aquaMeasure-686160,245,,,24.5,,,,,,,,,,,,,,
2021-08-15 11:22,raeon-1,,aquaMeasure-671073,167,,,,,,,,91.7,,,,,,,,,
2021-08-15 11:22,raeon-1,,aquaMeasure-684503,2,,,,,,,,,,1,,,,,,,
2021-08-15 11:23,raeon-1,,aquaMeasure-684504,1,,,,,,,,,,1,,,,,,,
2021-08-15 11:23,raeon-1,,aquaMeasure-671132,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:23,raeon-1,,aquaMeasure-671124,167,,,,167,,,,,,,,,,,,,
2021-08-15 11:23,raeon-1,,aquaMeasure-684501,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 11:23,raeon-1,,aquaMeasure-684004,55,,,,,,,,,,,,97.4,,,,,
2021-08-15 11:23,raeon-1,,aquaMeasure-682502,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 11:23,raeon-1,,aquaMeasure-670792,178,,,,,,,,97.7,,,,,,,,,
2021-08-15 11:23,raeon-1,,aquaMeasure-671125,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:23,raeon-1,,aquaMeasure-671127,188,,,18.8,,,,,,,,,,,,,,
2021-08-15 11:23,raeon-1,,aquaMeasure-670774,4,,,,4,,,,,,,,,,,,,
2021-08-15 11:23,raeon-1,,aquaMeasure-671121,174,,,,,,,,95.5,,,,,,,,,
2021-08-15 11:23,raeon-1,,aquaMeasure-670772,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:23,raeon-1,,aquaMeasure-671123,185,,,,,,,,101.6,,,,,,,,,
2021-08-15 11:24,raeon-1,,aquaMeasure-682517,18,,,,,,,,,,,3.5,,,,,,
2021-08-15 11:24,raeon-1,,aquaMeasure-684005,5,,,,,,,,,,,,8.9,,,,,
2021-08-15 11:24,raeon-1,,aquaMeasure-671074,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 11:24,raeon-1,,aquaMeasure-671077,20,,,,20,,,,,,,,,,,,,
2021-08-15 11:24,raeon-1,,aquaMeasure-671073,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 11:24,raeon-1,,aquaMeasure-684503,246,,,24.6,,,,,,,,,,,,,,
2021-08-15 11:24,raeon-1,,aquaMeasure-684501,,,,,,,,,,,,,,,,,,
2021-08-15 11:24,raeon-1,,aquaMeasure-671124,200,1.5,,,,,,,,,,,,,,,,
2021-08-15 11:24,raeon-1,,aquaMeasure-684505,,,,,,,,,,,,,,,,,,
2021-08-15 11:24,raeon-1,,aquaMeasure-682502,38,,,,,,,,,,,7.5,,,,,,
2021-08-15 11:25,raeon-1,,aquaMeasure-671125,168,,,,,,,,92.2,,,,,,,,,
2021-08-15 11:25,raeon-1,,aquaMeasure-671127,165,,,,165,,,,,,,,,,,,,
2021-08-15 11:25,raeon-1,,aquaMeasure-671121,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:25,raeon-1,,aquaMeasure-686160,,,,,,,,,,,,,,,,,,
2021-08-15 11:25,raeon-1,,aquaMeasure-684004,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:25,raeon-1,,aquaMeasure-670792,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:25,raeon-1,,aquaMeasure-670774,200,1.5,,,,,,,,,,,,,,,,
2021-08-15 11:25,raeon-1,,aquaMeasure-684005,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:25,raeon-1,,aquaMeasure-670772,169,,,,169,,,,,,,,,,,,,
2021-08-15 11:25,raeon-1,,aquaMeasure-682523,17,,,,,,,,,,,3.3,,,,,,
2021-08-15 11:25,raeon-1,,aquaMeasure-671073,167,,,,,,,,91.7,,,,,,,,,
2021-08-15 11:25,raeon-1,,aquaMeasure-671123,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:26,raeon-1,,aquaMeasure-684503,8,,,,8,,,,,,,,,,,,,
2021-08-15 11:26,raeon-1,,aquaMeasure-684501,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 11:26,raeon-1,,aquaMeasure-671077,200,1.5,,,,,,,,,,,,,,,,
2021-08-15 11:26,raeon-1,,aquaMeasure-671132,168,,,,,,,,92.2,,,,,,,,,
2021-08-15 11:26,raeon-1,,aquaMeasure-682502,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:26,raeon-1,,aquaMeasure-671124,152,,,,,,,,83.5,,,,,,,,,
2021-08-15 11:26,raeon-1,,aquaMeasure-671074,208,,,,,,,,114.2,,,,,,,,,
2021-08-15 11:26,raeon-1,,aquaMeasure-671125,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:26,raeon-1,,aquaMeasure-670792,177,,,,177,,,,,,,,,,,,,
2021-08-15 11:26,raeon-1,,aquaMeasure-671121,174,,,,,,,,95.5,,,,,,,,,
2021-08-15 11:26,raeon-1,,aquaMeasure-671127,200,1.5,,,,,,,,,,,,,,,,
2021-08-15 11:26,raeon-1,,aquaMeasure-682007,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 11:26,raeon-1,,aquaMeasure-670774,212,,,,,,,,116.4,,,,,,,,,
2021-08-15 11:27,raeon-1,,aquaMeasure-671123,172,,,,172,,,,,,,,,,,,,
2021-08-15 11:27,raeon-1,,aquaMeasure-682006,200,1.5,,,,,,,,,,,,,,,,
2021-08-15 11:27,raeon-1,,aquaMeasure-670772,178,,,,,,,,97.7,,,,,,,,,
2021-08-15 11:27,raeon-1,Airmar-60225552,,,,,,,,,,,,,,,19.1,1027.3,11.4,14.3,NE
2021-08-15 11:27,raeon-1,Airmar-60225551,,,,,,,,,,,,,,,17.5,1026.3,10.5,13.3,NE
2021-08-15 11:27,raeon-1,,aquaMeasure-684503,2,,,,,,,,,,1,,,,,,,
2021-08-15 11:27,raeon-1,,aquaMeasure-684005,8,,,,,,,,,,,,14.2,,,,,
2021-08-15 11:27,raeon-1,,aquaMeasure-682505,28,,,,,,,,,,,5.5,,,,,,
2021-08-15 11:27,raeon-1,,aquaMeasure-671073,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 11:27,raeon-1,,aquaMeasure-671124,245,,,24.5,,,,,,,,,,,,,,
2021-08-15 11:27,raeon-1,,aquaMeasure-682003,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:27,raeon-1,,aquaMeasure-671074,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 11:27,raeon-1,,aquaMeasure-684501,1,,,,,,,,,,1,,,,,,,
2021-08-15 11:27,raeon-1,,aquaMeasure-671077,37,,,,,,,,20.3,,,,,,,,,
2021-08-15 11:28,raeon-1,,aquaMeasure-670792,200,1.5,,,,,,,,,,,,,,,,
2021-08-15 11:28,raeon-1,,aquaMeasure-686160,246,,,24.6,,,,,,,,,,,,,,
2021-08-15 11:28,raeon-1,,aquaMeasure-671125,168,,,,,,,,92.2,,,,,,,,,
2021-08-15 11:28,raeon-1,,aquaMeasure-671127,53,,,,,,,,29.1,,,,,,,,,
2021-08-15 11:28,raeon-1,,aquaMeasure-671121,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:28,raeon-1,,aquaMeasure-671123,200,1.5,,,,,,,,,,,,,,,,
2021-08-15 11:28,raeon-1,,aquaMeasure-670774,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 11:28,raeon-1,,aquaMeasure-684000,10,,,,,,,,,,,,17.7,,,,,
2021-08-15 11:29,raeon-1,,aquaMeasure-684004,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:29,raeon-1,,aquaMeasure-670772,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:29,raeon-1,,aquaMeasure-671132,168,,,,,,,,92.2,,,,,,,,,
2021-08-15 11:29,raeon-1,,aquaMeasure-671073,167,,,,,,,,91.7,,,,,,,,,
2021-08-15 11:29,raeon-1,,aquaMeasure-671077,177,,,17.7,,,,,,,,,,,,,,
2021-08-15 11:29,raeon-1,,aquaMeasure-684501,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 11:29,raeon-1,,aquaMeasure-671074,170,,,,170,,,,,,,,,,,,,
2021-08-15 11:29,raeon-1,,aquaMeasure-684005,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:29,raeon-1,,aquaMeasure-684503,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:29,raeon-1,,aquaMeasure-671124,154,,,,,,,,84.5,,,,,,,,,
2021-08-15 11:29,raeon-1,,aquaMeasure-684500,200,1.5,,,,,,,,,,,,,,,,
2021-08-15 11:29,raeon-1,,aquaMeasure-670792,177,,,,,,,,97.2,,,,,,,,,
2021-08-15 11:29,raeon-1,,aquaMeasure-671121,174,,,,,,,,95.5,,,,,,,,,
2021-08-15 11:30,raeon-1,,aquaMeasure-682509,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:30,raeon-1,,aquaMeasure-671123,189,,,,,,,,103.8,,,,,,,,,
2021-08-15 11:30,raeon-1,,aquaMeasure-670774,214,,,,,,,,117.5,,,,,,,,,
2021-08-15 11:30,raeon-1,,aquaMeasure-671125,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:30,raeon-1,,aquaMeasure-682008,8,,,,8,,,,,,,,,,,,,
2021-08-15 11:30,raeon-1,,aquaMeasure-670772,178,,,,,,,,97.7,,,,,,,,,
2021-08-15 11:30,raeon-1,,aquaMeasure-684004,11,,,,11,,,,,,,,,,,,,
2021-08-15 11:31,raeon-1,,aquaMeasure-671077,38,,,,,,,,20.9,,,,,,,,,
2021-08-15 11:31,raeon-1,,aquaMeasure-684005,1,,,,,,,,,,,,1.8,,,,,
2021-08-15 11:31,raeon-1,,aquaMeasure-671073,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 11:31,raeon-1,,aquaMeasure-671132,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:31,raeon-1,,aquaMeasure-682502,37,,,,,,,,,,,7.3,,,,,,
2021-08-15 11:31,raeon-1,,aquaMeasure-670792,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:31,raeon-1,,aquaMeasure-671124,245,,,24.5,,,,,,,,,,,,,,
2021-08-15 11:31,raeon-1,,aquaMeasure-671074,208,,,,,,,,114.2,,,,,,,,,
2021-08-15 11:31,raeon-1,,aquaMeasure-684503,1,,,,,,,,,,1,,,,,,,
2021-08-15 11:31,raeon-1,,aquaMeasure-684501,9,,,,9,,,,,,,,,,,,,
2021-08-15 11:31,raeon-1,,aquaMeasure-686160,179,,,,179,,,,,,,,,,,,,
2021-08-15 11:31,raeon-1,,aquaMeasure-671121,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:31,raeon-1,,aquaMeasure-671125,169,,,,,,,,92.8,,,,,,,,,
2021-08-15 11:31,raeon-1,,aquaMeasure-671123,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:31,raeon-1,,aquaMeasure-670772,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:32,raeon-1,,aquaMeasure-671127,54,,,,,,,,29.6,,,,,,,,,
2021-08-15 11:32,raeon-1,,aquaMeasure-670774,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 11:32,raeon-1,,aquaMeasure-682524,5,,,,5,,,,,,,,,,,,,
2021-08-15 11:32,raeon-1,,aquaMeasure-682005,248,,,24.8,,,,,,,,,,,,,,
2021-08-15 11:32,raeon-1,,aquaMeasure-684004,200,1.5,,,,,,,,,,,,,,,,
2021-08-15 11:32,raeon-1,,aquaMeasure-684501,72,1,,,,,,,,,,,,,,,,
2021-08-15 11:32,raeon-1,,aquaMeasure-682502,247,,,24.7,,,,,,,,,,,,,,
2021-08-15 11:32,raeon-1,,aquaMeasure-671073,173,,,,173,,,,,,,,,,,,,
2021-08-15 11:32,raeon-1,,aquaMeasure-684504,245,,,24.5,,,,,,,,,,,,,,
